activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,sector,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46007-500338,result_3,result_3_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2018,NULL,0,NULL
XM-DAC-46007-500338,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2018,NULL,0,NULL
XM-DAC-46007-500338,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500338,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500338,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500338,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500338,result_1,result_1_20,1,1,NULL,"Agronegocios, Desarrollo Rural ",Área bajo riego,"Área en hectáreas en la cual se construyó un sistema de riego a raíz del desarrollo del proyecto. Por área bajo riego se entenderá el área donde se realiza la aplicación artificial de agua para beneficiar los cultivos. Por ejemplo: riego por goteo, aspersión, entre otros. ",2018,NULL,0,NULL
XM-DAC-46007-500346,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2018,NULL,0,NULL
XM-DAC-46007-500346,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500346,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,23,NULL
XM-DAC-46007-500346,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500346,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,52,NULL
XM-DAC-46007-500349,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2018,NULL,58549,NULL
XM-DAC-46007-500349,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,31,NULL
XM-DAC-46007-500349,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,73,NULL
XM-DAC-46007-500349,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,131,NULL
XM-DAC-46007-500349,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,269,NULL
XM-DAC-46007-500357,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2018,NULL,0,NULL
XM-DAC-46007-500357,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2018,NULL,16648,NULL
XM-DAC-46007-500357,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500357,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,3,NULL
XM-DAC-46007-500357,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2018,NULL,0,NULL
XM-DAC-46007-500357,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,NULL,12,NULL
XM-DAC-46007-500422,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2019,NULL,0,NULL
XM-DAC-46007-500422,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500422,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2019,NULL,0,NULL
XM-DAC-46007-500422,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500422,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500422,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500422,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500426,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,NULL,276737,NULL
XM-DAC-46007-500426,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,2917,NULL
XM-DAC-46007-500426,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,20200,NULL
XM-DAC-46007-500426,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,5720,NULL
XM-DAC-46007-500426,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,39608,NULL
XM-DAC-46007-500426,result_1,result_1_9,1,1,NULL,Educación,Área de construcción - educación,"Cantidad de metros cuadrados de centros educativos construidos y rehabilitados en el proyecto, incluidas las ampliaciones tales como áreas cívicas, canchas deportivas, bibliotecas, laboratorios, auditorios, salones de usos múltiples, entre otros. ",2019,NULL,0,NULL
XM-DAC-46007-500426,result_1,result_1_8,1,1,NULL,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2019,NULL,0,NULL
XM-DAC-46007-500426,result_1,result_1_10,1,1,NULL,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2019,NULL,0,NULL
XM-DAC-46007-500429,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,NULL,0,NULL
XM-DAC-46007-500429,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500429,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500429,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500429,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500429,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500429,result_1,result_1_6,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500436,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,NULL,2700000,NULL
XM-DAC-46007-500436,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500436,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,23,NULL
XM-DAC-46007-500436,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500436,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,50,NULL
XM-DAC-46007-500437,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500437,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2019,NULL,0,NULL
XM-DAC-46007-500437,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,NULL,62839,NULL
XM-DAC-46007-500437,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500437,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500446,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,NULL,110325,NULL
XM-DAC-46007-500446,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500446,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,1591,NULL
XM-DAC-46007-500446,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500446,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,2273,NULL
XM-DAC-46007-500446,result_1,result_1_9,1,1,NULL,Educación,Área de construcción - educación,"Cantidad de metros cuadrados de centros educativos construidos y rehabilitados en el proyecto, incluidas las ampliaciones tales como áreas cívicas, canchas deportivas, bibliotecas, laboratorios, auditorios, salones de usos múltiples, entre otros. ",2019,NULL,0,NULL
XM-DAC-46007-500446,result_1,result_1_8,1,1,NULL,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2019,NULL,0,NULL
XM-DAC-46007-500446,result_1,result_1_10,1,1,NULL,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2019,NULL,0,NULL
XM-DAC-46007-500451,result_4,result_4_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2019,NULL,0,NULL
XM-DAC-46007-500451,result_3,result_3_11,1,1,NULL,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2019,NULL,0,NULL
XM-DAC-46007-500451,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,NULL,3965617,NULL
XM-DAC-46007-500451,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500451,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500451,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500451,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,0,NULL
XM-DAC-46007-500451,result_1,result_1_10,1,1,NULL,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2019,NULL,0,NULL
XM-DAC-46007-500459,result_3,result_3_18,1,1,NULL,Seguridad,Espacios vinculados a la seguridad ciudadana,"Número de infraestructuras físicas construidas, ampliadas, rehabilitadas destinadas a la prevención, control y atención en materia de seguridad ciudadana. Incluye celdas, unidades policiales, centros y granjas penitenciarias.",2019,NULL,0,NULL
XM-DAC-46007-500459,result_2,result_2_14,1,1,NULL,Salud,"Inversión en salud (equipo, tecnología)","Monto de los recursos del proyecto  para la obtención de productos tecnológicos y equipos que aportan al desarrollo del sector salud, incluyendo equipo médico, equipo no médico (como muebles y equipos de oficina), entre otros.",2019,NULL,0,NULL
XM-DAC-46007-500459,result_2,result_2_13,1,1,NULL,Salud,"Número de centros de atención médica (hospitales, centros de salud, etc) a intervenir","Cantidad de establecimientos de salud (hospitales, clínicas, centros de salud, puestos médicos u otras instalaciones sanitarias) beneficiados con obras de construcción, ampliación, rehabilitación o mantenimiento en el marco del proyecto.",2019,NULL,0,NULL
XM-DAC-46007-500459,result_2,result_2_12,1,1,NULL,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2019,NULL,37000,NULL
XM-DAC-46007-500459,result_2,result_2_11,1,1,NULL,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2019,NULL,293,NULL
XM-DAC-46007-500459,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2019,NULL,208446,NULL
XM-DAC-46007-500459,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,164,NULL
XM-DAC-46007-500459,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,864,NULL
XM-DAC-46007-500459,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,NULL,252,NULL
XM-DAC-46007-500459,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,NULL,2659,NULL
XM-DAC-46007-500507,result_5,result_5_15,1,1,NULL,Viviendas,Viviendas,"Cantidad total de viviendas construidas, mejoradas y/o rehabilitadas dentro del proyecto.",2020,NULL,0,NULL
XM-DAC-46007-500507,result_4,result_4_19,1,1,NULL,Registro Nacional,"Número de registros (identificación personal, documentos de identidad, títulos, digitalización)","Cantidad de títulos de propiedad otorgados, personas registradas y/o documentos digitalizados como parte del alcance del proyecto.",2020,NULL,0,NULL
XM-DAC-46007-500507,result_3,result_3_4,1,1,NULL,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2020,NULL,0,NULL
XM-DAC-46007-500507,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2020,NULL,0,NULL
XM-DAC-46007-500507,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500507,result_2,result_2_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500507,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500507,result_2,result_2_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500507,result_1,result_1_7,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500507,result_1,result_1_6,1,1,NULL,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500626,result_2,result_2_5,1,1,NULL,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2020,NULL,6011,NULL
XM-DAC-46007-500626,result_2,result_2_4,1,1,NULL,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2020,NULL,149770,NULL
XM-DAC-46007-500626,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2020,NULL,0,NULL
XM-DAC-46007-500626,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,67,NULL
XM-DAC-46007-500626,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,740,NULL
XM-DAC-46007-500627,result_2,result_2_5,1,1,NULL,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2021,NULL,71.3,NULL
XM-DAC-46007-500627,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,NULL,0,NULL
XM-DAC-46007-500627,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500627,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500627,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,NULL,0,NULL
XM-DAC-46007-500627,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2021,NULL,5,NULL
XM-DAC-46007-500634,result_2,result_2_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2020,NULL,1429,NULL
XM-DAC-46007-500634,result_2,result_2_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500634,result_2,result_2_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500634,result_1,result_1_8,1,1,NULL,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2020,NULL,0,NULL
XM-DAC-46007-500634,result_1,result_1_10,1,1,NULL,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2020,NULL,0,NULL
XM-DAC-46007-500636,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,NULL,0,NULL
XM-DAC-46007-500636,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500636,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,NULL,43920,NULL
XM-DAC-46007-500636,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500636,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,45,NULL
XM-DAC-46007-500636,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,NULL,0,NULL
XM-DAC-46007-500636,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,NULL,110,NULL
XM-DAC-46007-500640,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2020,NULL,0,NULL
XM-DAC-46007-500640,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500640,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500640,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500640,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_8,result_8_15,1,1,NULL,Viviendas,Viviendas,"Cantidad total de viviendas construidas, mejoradas y/o rehabilitadas dentro del proyecto.",2020,NULL,0,NULL
XM-DAC-46007-500645,result_7,result_7_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_7,result_7_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2020,NULL,0,NULL
XM-DAC-46007-500645,result_7,result_7_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2020,NULL,0,NULL
