activity_identifier,title,title_lang,description,description_lang,activity_status,activity_scope,default_currency,humanitarian,hierarchy,last_updated_datetime,xml_lang,reporting_org_ref,reporting_org_name,reporting_org_name_lang,reporting_org_type,reporting_org_secondary_reporter,planned_start_date,actual_start_date,planned_end_date,actual_end_date,recipient_country_code,recipient_country_percentage,recipient_country_name,recipient_country_lang,recipient_region_code,recipient_region_percentage,recipient_region_name,recipient_region_lang,collaboration_type,default_flow_type,default_finance_type,default_aid_type,default_tied_status,conditions_attached
XM-DAC-46008-cfa011307,"Línea de Crédito Contingente Regional para Eventos Extemos del Clima, Sismo, Accidentes Contaminantes y Epidemias COVID-19, Panamá",,"Los recursos del Préstamo estarán destinados a financiar los siguientes rubros relacionados con la atención y/o prevención de la emergencia sanitaria ocasionada por el COVID-19 (la ”Emergencia”): (i) gastos e inversiones para la ejecución de obras, la adquisición y suministro de bienes y/o servicios y compra de insumos destinados a atender la emergencia sanitaria COVID 19 en Panamá< (ii) impuestos asociados a los gastos previstos en el literal (i) anterior, y (iii) auditoría externa.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PA,,,,,,,,,,421,,,
XM-DAC-46008-cfa011752,PROGRAMA RUMBO A LA SOBERANíA ALIMENTARIA CON TECNOLOGíA DE RIEGO,,"A través de este Programa se pretende mejorar e incrementar la producción y productividad agrícola de productos básicos, especialmente la cebolla, la papa y el tomate, a través del uso más eficiente de agua para riego. Se pretende incorporar i) infraestructura de riego (sistemas de riego por goteo, reservorios y bombas, según sea el caso) en 5.000 hectáreas, beneficiando al menos a 5.000 familias< ii) optimización del uso de agua para riego con acompañamiento durante 4 campañas agrícolas de forma de mejorar la producción y productividad< y, iii) implementar el componente de asistencia técnica a lo largo de la cadena productiva (el cultivo, labores culturales, cosecha y post cosecha) durante 2 años mediante acciones de formación y capacitación. Este Programa es consistente con la estrategia establecida por CAF en el sector agua, contribuyendo a la ODS 6 en cuanto a la Gestión Integral de Recursos Hídricos (GIRH), contribuyendo a erradicar la pobreza extrema (ODS 1), posibilitando riego para la seguridad alimentaria con la reducción de la desnutrición (ODS 2), promoviendo infraestructura resiliente en riego (ODS 9), con el uso racional de los recursos naturales (ODS 12). Con este préstamo, CAF mantendrá el apoyo al desarrollo y fortalecimiento del sector desde una visión integral y contribuirá a reducir la vulnerabilidad a los efectos del Cambio Climático. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfa012460,Proyecto Sistema Vial Integrado del Estado de Bahía Puente Salvador - Isla de Itaparica,,"El Proyecto consiste en la construcción del Sistema Víal Oeste (SVO) denominado Sistema Vial Puente Salvador - Isla de Itaparica, el cual incluye el puente Salvador - Isla de Itaparica y otras intervenciones viales asociadas a este Sistema. El costo total del Proyecto está presupuestado en R$ 7,6 mil MM (aprox. USD 1,5 mil MM). Será ejecutado mediante un contrato APP para la construcción, operación y mantenimiento de las obras, con un plazo de concesión de treinta y cinco (35) años con un periodo de construcción de cinco (5) años. El Proyecto Sistema Vial Salvador - Isla de Itaparica comprende los siguientes tramos: (a) Tramo 1 - Acceso vial en Salvador. (b) Tramo 2 - Puente Salvador-Ilha de Itaparica. (c) Tramo 3 - Llegada del puente a la isla de Itaparica. (d) Tramo 4 - Nuevo Bypass Vial (Bypass Mar Grande) a construirse en la Isla de Itaparica. (e) Tramo 5 - Recuperación y ampliación del tramo de la BA-001 existente, de la Nueva Variante Vial (Desvío de Mar Grande), en las inmediaciones de Cacha Prego, cabecera del Puente del Funil. Por tratarse de una APP, la autoridad concedente (el Estado de Bahía) tiene obligaciones pecuniarias dentro de las que se incluyen la constitución de un Fondo de Garantía y el pago de aportes públicos durante la etapa de construcción, ambas obligaciones que serán parcialmente financiadas con los recursos del financiamiento CAF.  ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BR,,,,,,,,,,421,,,
XM-DAC-46008-cfa007946,"Mexico Ventures I, LP",,"México Ventures I, L.P. es un fondo de fondos gestionado por Sun Mountain Capital y la Corporación Mexicana de Inversiones de Capital constituido en el año 2010  que invirtie en fondos de capital de riesgo, enfocándose en sectores como venture capital, expansión y capital semilla, tanto en México como en fondos de Estados Unidos o España con operaciones en México, así como en coinversiones directas. Los principales onjetivos de esta inversión son: (i) apoyar a la banca de desarrollo mexicana, (ii) conocimiento y desarrollo de la industria de capital emprendedor, (iii) beneficiar al emprendimiento y la generación de empresas en México, (iv) movilizar recursos de terceros locales y extranjeros, (v) aportar capital inteligente, fortalecimiento, gobernanza e internacionalización de las empresas beneficiadas, y (vi) impacto en desarrollo",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,MX,,,,,,,,,,510,,,
XM-DAC-46008-cfa008945,Programa de Infraestructura Universitaria II - Fase B,,"El Programa de Infraestructura Universitaria II – Segunda Fase, parte del Programa de Apoyo al Desarrollo de la Infraestructura Universitaria (PADIU) y consiste en dar continuidad a la modernización del Sistema Universitario Nacional Argentino a través de nuevas inversiones en infraestructura y fortalecimiento institucional. El Programa incluye cuatro componentes: 1) Infraestructura Universitaria, que abarca obras nuevas, ampliaciones, restauraciones y puestas en valor en universidades< 2) Equipamiento y Mobiliario, que financia el equipamiento específico necesario para el funcionamiento de las áreas disciplinares y de apoyo< 3) Administración y Asistencia Técnica, que cubre la administración del Programa, asesoría y supervisión de obras, monitoreo de procesos, estudios para mejorar el diseño de proyectos, asistencia técnica, seminarios y auditoría externa< y 4) Comisión de Financiamiento y Gastos de Evaluación, que incluye la comisión de financiamiento del préstamo CAF y los gastos de evaluación del Programa.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,AR,,,,,,,,,,421,,,
XM-DAC-46008-cfa012160,Programa de Mejora de la seguridad y confiabilidad del servicio ferroviario en la Región Metropolitana de Buenos Aires,,"""""""El Programa consiste en el financiamiento de infraestructuras ferroviarias, tanto en el reembolso de gastos de inversiones con un grado de avance entre el 96 y 100%, así como el financiamiento de nuevas inversiones, tales como la instalación de un nuevo sistema de señalamiento ferroviario y un sistema de frenado automático en las locomotoras diésel de dos líneas ferroviarias. El reconocimiento de obras consiste en cuatro intervenciones, una de ellas licitada en 2017 y las otras tres en 2020. Los componentes del Programa son los siguientes: Componente 1 Obras Ferroviarias (USD 69 millones) Subcomponente 1.1 Obras Ferroviarias ejecutadas y/o en ejecución (USD 39 millones). Este subcomponente consistirá en el reembolso de gastos de obras que se encuentran actualmente terminadas o con un alto avance de ejecución. Los criterios de selección de las obras fueron establecidos con relación a los lineamientos determinados por el cumplimiento de los objetivos generales y específicos del Programa en la RMBA. A su vez, se han priorizado aquellos proyectos que se encuentran recientemente concluidos o con un grado de avance importante. Las obras a reembolsar gastos consisten en: Puesta en Valor de la Cubierta sobre la Nave Principal e Iluminación Estación La Plata - Línea General Roca. Renovación de infraestructura de vías. Sector Retiro - Emp. Bancalari. Tramo: Suárez (Prog. 22+300) a Emp. Bancalari (Prog. 29+100). Ramal Buenos Aires – Rosario. Paso Bajo a  nivel vehicular y peatonal Pablo Podestá, partido de Escobar. Paso bajo nivel en la intersección de la calle Rincón – Vieytes y las vías del ex FFCC Roca, Banfield, Partido Lomas de Zamora. Subcomponente 1.2 Nuevas obras ferroviarias (USD 30 millones) financiará a) Este subcomponente consistirá en: a) renovación de señalamiento del tramo Pueyrredón – José León Suárez< y b) instalación de sistema de frenado automático ATS a bordo en locomotoras diésel de las líneas Sarmiento y Mitre. Componente 2 Gestión del Programa (USD 0,35 millones) Consiste en los gastos de la Administración del Programa, auditorías, estudios, entre otros. Componente 3 Otros Gastos (USD 0,645 millones) financiará el pago de la comisión de financiamiento (USD 0,595 millones) y gastos de evaluación del Programa (USD 0,050 millones). Estos 3 componentes se agrupan en dos tramos. El Tramo 1, asociado a reembolso de gastos del Subcomponente 1.1 y los gastos de evaluación y comisión de financiamiento del préstamo CAF (Componente 3)< y, el Tramo 2 financiará el Subcomponente 1.2 y el Componente 2, cuyos desembolsos se ejecutarán conforme el avance de las nuevas inversiones."""" """,,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,AR,,,,,,,,,,421,,,
XM-DAC-46008-cfa012564,Expansión y desarrollo de la red de ferrocarriles en Chile,,Financiar parcialmente las necesidades de inversión para la expansión y desarrollo de la red de ferrocarriles en Chile (el “Plan de Inversiones”).,,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,CL,,,,,,,,,,421,,,
XM-DAC-46008-cfl0000003442,Davivienda Panamá,,"Línea de Crédito Revolvente No Comprometida por un monto de USD $40.000.000,00",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PA,,,,,,,,,,421,,,
XM-DAC-46008-cfa011677,"""Programa de Inclusión Digital y Transformación Educativa “Santa Fe + Conectada""""""",,"""El Programa apunta a forjar los cimientos para la inclusión digital y transformación educativa de la Provincia de Santa Fe (“PSF”). Contempla el financiamiento de: (i) la extensión de la Red Provincial de Datos< (ii) la modernización de la infraestructura del sistema educativo provincial< (iii) la construcción y equipamiento de laboratorios de fabricación digital """"Fablabs""""< (iv) el desarrollo de habilidades y competencias para la apropiación y transformación digital, y (v) los gastos de evaluaciones de procesos, resultados y/o impacto del Programa, que la UG coordinará con la SAE. Considerando la evaluación realizada, el Programa se ha estructurado con los siguientes componentes, a saber: (i) Extensión de la Red Provincial de Datos de Santa Fe< (ii) Fortalecimiento y modernización de la infraestructura del sistema educativo provincial< (iii) Desarrollo de habilidades y competencias para la transformación y apropiación digital (iv) Gestión del Programa y (v) Otros gastos.""",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,AR,,,,,,,,,,421,,,
XM-DAC-46008-cfa012704,"Programa Vial 4 - Rehabilitación, mejoramiento y mantenimiento de la ruta nacional PY22, Tramo Concepción-Vallemí-San Lázaro y accesos",,"El Programa incluye la rehabilitación, construcción, mejora y mantenimiento de aproximadamente 225,66 km en el Departamento de Concepción, distribuidos en los siguientes proyectos: (1) Concepción – Vallemí – San Lázaro (185 km)< (2) Concepción – San Miguel – Cruce Primavera, Acceso a Zona Franca Concepción y Variante Concepción (40,66 km). Los proyectos articulan intervenciones variadas y serán contratados mediante la modalidad CREMA que prevé la inversión en obras viales, así como el mantenimiento por niveles de servicio por un período de 5 años.  ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PY,,,,,,,,,,421,,,
XM-DAC-46008-cfa012206,Proyecto Centro de Investigación y Producción en Ambiente Controlado CIPAC,,"""El Proyecto se ejecutará a través de seis componentes:  i)\tConstrucción, equipamiento y producción: comprende la construcción, equipamiento y producción de bienes y servicios del Centro de Investigación y Producción en Agricultura en Ambiente Controlado (CIPAC-AIP) a lo largo de sus primeros cinco años y en tres Provincias del país: Tocumen, Guararé y Chiriquí. ii)\tInvestigación: implica acciones para impulsar la investigación colaborativa con instituciones, empresas y entidades públicas y privadas, nacionales e internacionales especializadas en agricultura en ambiente controlado (AAC) en rubros estratégicos y prioritarios de alto impacto y el uso de tecnologías físicas y digitales en diversos gradientes que abarquen desde las tecnologías más simplificadas a cielo abierto hasta los distintos niveles sofisticados de tecnologías para invernaderos y para la agricultura vertical. iii)\tCapacitación, Extensión y Otros Mecanismos: consiste en el desarrollo de bienes y servicios de capacitación, extensión, asistencia técnica y asesoría con el triple propósito de impulsar la investigación participativa bajo el método de aprender haciendo, ofrecer productos, servicios técnicos e insumos especializados inexistentes, insuficientes y de alta dependencia del exterior y generar recursos económicos que apunten tanto a la sostenibilidad financiera del CIPAC-AIP como a la conservación y remediación del medio ambiente y los recursos naturales. iv)\tDifusión, Promoción y Alianzas: son acciones orientadas a divulgar el conocimiento, promover la agricultura resiliente y tecnificada y desarrollar alianzas ganar-ganar público-privadas, nacionales e internacionales refuerzan la pertinencia de CIPAC-AIP y potencian las acciones conducentes a impulsar un círculo virtuoso de innovación, co-creación y sostenibilidad financiera y ambiental. v)\tModelo de Negocios: conlleva actividades que busca establecer, desarrollar y consolidar un modelo de negocios de CIPAC-AIP que permita su sostenibilidad y efectividad en el contexto de una entidad llamada a impulsar la agricultura en ambiente controlado bajo un modelo inclusivo de la tecnología y el conocimiento desarrollando bienes públicos y al mismo tiempo operando como una organización sin fines de lucro. vi)\tAdministración del Programa: comprende el apoyo administrativo e institucional del Proyecto. """,,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PA,,,,,,,,,,421,,,
XM-DAC-46008-cfa009731,Darby Latin American Debt Fund III,,"Darby Latin American Private Debt Fund III, creado en 2016 con sede en Ontario, Canadá, denominado en dólares, gestionado por Darby International Capital LLC., se enfoca en otorgar deuda estructurada a empresas medianas en sectores de alto crecimiento como infraestructura, manufactura, salud y educación, principalmente en Brasil, Colombia, México, y Perú, con posibilidades de financiar también en Uruguay, Chile, Ecuador, y República Dominicana. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,,,,,498,,,,,,510,,,
XM-DAC-46008-cfa011994,Proyecto Construcción Carretera doble vía Oruro - Challapata Tramo I: Oruro - Cruce Vinto - Cruce Huanuni,,"El Proyecto contempla la construcción a doble vía del Tramo I de la carretera Oruro – Challapata, de 19,79 km de longitud, que forma parte de la Ruta Vial Fundamental N°1. Esta carretera pertenece al corredor oeste-sur de Bolivia, uno de los ejes de integración regional, política y económica más importantes del país. Su ampliación a doble vía contribuirá a mejorar la capacidad y niveles de servicio de la carretera, permitiendo una mejor transitabilidad, un aumento de la productividad regional, así como un potencial aumento del flujo de turistas, por estar ubicada en zona aledaña al Salar de Uyuni. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfa012050,Puentes de Integración I,,"l Programa contempla la construcción de 3 proyectos de puentes y sus accesos, distribuidos en diferentes departamentos de Bolivia, con características similares en cuanto a sus aspectos de integración y transitabilidad, a saber:  Puentes ríos Seco y Seque. Puente Mapiri. Puente Sacambaya.   Cada proyecto comprende la construcción de la infraestructura y superestructura de los puentes, así como los accesos de distintas longitudes que varían entre 250 m y 1.000 m a cada lado de los puentes. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfl0000003477,Agencia de Fomento Paraná S.A.,,"Línea de Crédito Revolvente No Comprometida por un monto de USD $50.000.000,00",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BR,,,,,,,,,,421,,,
XM-DAC-46008-cfa011063,Programa SANEAR Santo Andre,,"El Programa Sanear Santo André considera una inversión total de USD 62,5 MM, siendo el financiamiento de CAF equivalente a USD 50,0 MM (80,0%).El objetivo del Programa es reducir el riesgo de inundaciones y mejorar la gestión de residuos sólidos, mediante inversiones en infraestructura de drenaje urbano, sistemas de monitoreo para emergencias hídricas y nuevos puntos de colecta selectiva de residuos para reciclaje y/o disposición final. En este sentido, el Programa se estructuró en tres componentes incluyendo obras, proyectos y estudios, y adquisición de equipamiento. El Programa también incluye recursos destinados a: (i) la gestión del Programa, mediante la contratación de una firma de apoyo al gerenciamiento, auditoría y supervisión técnica< y (ii) otros gastos (comisión de financiamiento y gastos de evaluación).  ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BR,,,,,,,,,,421,,,
XM-DAC-46008-cfa009757,Programa Más Inversión para el Riego II - Mejora del Riego Tradicional y Tecnificado (MIRIEGO II),,"El objetivo fundamental del Programa Mi Riego II es incrementar la superficie agrícola y mejorar la eficiencia en el uso y distribución del agua a través del riego tradicional y la incorporación de áreas bajo riego tecnificado. Esta intervención se basa en los conceptos del derecho al agua y la promoción del Estado en la producción local, establecido en la Constitución Política del Estado, la Ley 745 de la década de riego 2015-2025 y el Plan de Desarrollo económico y social, PDES 2016-20202. Específicamente, el Programa propone aumentar de manera sustentable el ingreso por actividades agrícolas de familias rurales en siete departamentos del país: Cochabamba, Tarija, Chuquisaca, Oruro, Potosí, La Paz y Santa Cruz, así como: i) incrementar en 11.000 hectáreas la superficie agrícola bajo riego tradicional y tecnificado< y ii) fortalecer la capacidad organizativa y de gestión de aproximadamente 14.000 familias de usuarios en la operación y mantenimiento de los sistemas de riego durante la ejecución del Programa. Estos objetivos están alineados con lo establecido para las operaciones MI RIEGO I y el Programa de Presas, ambas financiadas por CAF. Adicionalmente, las actividades previstas contribuirán a incrementar la capacidad de adaptación al cambio climático en las zonas rurales3. El Programa estará estructurado en dos componentes: 1) Inversiones para el desarrollo de riego comunitario con enfoque de cuenca, que incluye: i) Preinversión< ii) Obras de infraestructura< iii) supervisión técnica y ambiental< y iv) acompañamiento y asistencia técnica. 2) Operación y administración del Programa, que incluye: i) administración< ii) coordinación del Programa< iv) auditoría externa< y iv) evaluación. Debido a que el programa financiará estructuras de riego tradicional y tecnificado4, es necesario prestar atención a medidas de protección de la fuente de agua y el área de recarga hídrica (aseguramiento de la disponibilidad de agua para atender la demanda), identificado, durante la formulación de los proyectos, los riesgos que implica la construcción de infraestructura hidráulica. El programa contempla un Plan de Gestión de Cuencas y para ello considera un porcentaje (10%) del valor total de la inversión, en medidas de protección y mitigación de riesgos. Para estimular la adopción de buenas prácticas agropecuarias e identificación de oportunidades de mercado, así como la selección de tecnologías y patrón de cultivos, el programa considerara el intercambio de experiencias entre grupo de productores y arreglos de cooperación interinstitucional entre los Servicios Departamentales Agropecuarios (SEDAGs), las instancias municipales que correspondan y el MMAyA. Para la identificación de proyectos sujetos de financiamiento en este Programa, se prevé que el MMAyA, a través de su unidad de coordinación y ejecución del programa Mi Riego, se constituya en la ventanilla oficial del sub sector riego, para la recepción e identificación de la demanda de proyectos de las Organizaciones Territoriales Autónomas (ETA) de siete departamentos del país. Los proyectos serán seleccionados mediante criterios técnicos establecidos por el sector, así como criterios particulares definidos por este Programa en su Reglamento Operativo< sin embargo, la priorización final será efectuada por las mismas ETA en función a su capacidad de contraparte financiera. Para asegurar la calidad de los proyectos, el Programa tiene previsto asignar recursos para pre inversión y la implementación de un equipo técnico (compuesto por personal de la unidad de coordinación de programa) dedicado al control de calidad (verificación de la calidad técnica de los diseños presentados por los demandantes de proyectos), denominado Equipo de Control de Calidad (ECC). El programa Mi Riego II financiará estudios, obras y adquisición de bienes y servicios. El Fondo Productivo Social, FPS estará a cargo de las obras y supervisión del proceso constructivo. La inversión total del Programa se estima en USD 84 MM, de los cuales el préstamo CAF financiaría el 83% (USD 70,0 MM), con un aporte local de 17% (USD 14,0 MM) establecidos en correspondencia por municipios y gobernaciones beneficiarias del Programa ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,BO,,,,,,,,,,421,,,
XM-DAC-46008-cfa010713,Programa Panamá Bilingüe,,"El Programa tiene alcance a nivel nacional, y está dividido en cuatro componentes: (i) formación a docentes local e internacionalmente< (ii) desarrollo de competencias en estudiantes< (iii) fortalecimiento académico e institucional< y, (iv) administración del Programa.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PA,,,,,,,,,,421,,,
XM-DAC-46008-cfa009204,"Proyecto de Construcción, Modernización y Optimización de la Infraestructura de los Sistemas de Abastecimiento de Agua Potable a Nivel Nacional",,"El Proyecto contempla realizar un diagnóstico en las zonas servidas propuestas por las empresas hidrológicas, que bajo unos criterios de elegibilidad, permitirá identificar las zonas elegibles para la intervención. Una vez seleccionadas las zonas, se realizarán o actualizarán los catastros de usuarios y de las redes de distribución, para posteriormente contratar los estudios y diseños necesarios que permitirán definir la adecuada sectorización de las redes de agua potable, así como los equipos a adquirir y obras a realizar. Finalmente, se ejecutarán las obras de reposición y optimización de los sistemas sectorizados. Una vez los equipos estén instalados, se iniciará el monitoreo a los consumos de las zonas mediante un seguimiento continuo, en un proceso de optimización en la gestión de la red. Estas intervenciones se acompañarán con planes de capacitación a los funcionarios y operarios de las empresas hidrológicas, además de campañas de concientización a la población beneficiaria, con el fin de promover el ahorro en el consumo del agua. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,VE,,,,,,,,,,421,,,
XM-DAC-46008-cfa012275,Nueva Sede Universitaria de Paysandú,,"El Proyecto propuesto prevé la construcción de un complejo universitario de aproximadamente 7.500m2 que beneficiará desde su instalación a una población estudiantil de 7.196 matriculados por carrera y 450 docentes y personal administrativo y permitirá acompañar el crecimiento proyectado del CENUR LN, tanto en números de estudiantes como en diversificación y especialización de la oferta educativa. Conforme a la evaluación realizada, el Proyecto se estructura con los siguientes 2 componentes: (i) Obras y equipamiento< y (ii) Otros gastos.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,UY,,,,,,,,,,421,,,
XM-DAC-46008-cfa011459,Programa de Mejoramiento de la Conectividad Vial Territorial del Neuquén,,"El Programa contempla la realización de obras de construcción y rehabilitación de infraestructura vial en aproximadamente 78 km de rutas provinciales, cuatro (4) puentes, la adquisición de maquinaria vial y el financiamiento de estudios de preinversión de obras relacionadas con el objetivo del Programa.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,AR,,,,,,,,,,421,,,
XM-DAC-46008-cfl0000003412,Santander Chile,,Línea de crédito revolvente no comprometida por un monto de USD 150.000.000.,,4,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,CL,,,,,,,,,,421,,,
XM-DAC-46008-cfa011191,Programa Federal de Infraestructura Regional,," El Programa comprende cuatro ejes de intervención basado en las problemáticas identificadas: (i) transporte, orientado a mejorar la transitabilidad de la red de transporte< (ii) energético, con el objetivo de aumentar la capacidad de generación y transmisión de energía< (iii) agua, orientado a mejorar el manejo de los recursos hídricos< y (iv) turístico, con el objetivo de fomentar el turismo. Para cada eje, se consideraron las siguientes intervenciones: (i) Eje Transporte, obras viales de reacondicionamiento de 133,5 km de la Ruta Provincial N°23 (RP23) en la Provincia de Neuquén< (ii) Eje Energético, obras de transmisión de energía con la construcción de la Estación Transformadora (ET) Litoral y la Línea de Alta Tensión (LAT) subterránea en 132 kV entre la ET Corrientes Este y la ET Litoral y la construcción de la LAT en 132 kV entre Saladas y Santa Rosa y de la ET Santa Rosa< (iii) Eje Agua, obras de saneamiento ambiental del cauce del arroyo Manzores en la Provincia de Entre Ríos, y obras del sistema de defensa aluvional y la construcción de un acueducto ganadero en la Provincia de Mendoza< y (iv) Eje Turístico, una obra ferroviaria de rehabilitación de, al menos, 42 km de vías, compra de material rodante y recuperación de estaciones en el Tren de la Quebrada de Humahuaca en la Provincia de Jujuy. Asimismo, se financiará fortalecimiento institucional a los diferentes organismos involucrados en la ejecución del Programa. Este fortalecimiento abarca generación y/o mejoramiento de capacidades técnicas, ambientales, sociales y financieras.  Conforme a la evaluación realizada, la operación de financiamiento se estructura con los siguientes componentes: (i) obras de infraestructura< y (ii) administración y gestión.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,AR,,,,,,,,,,421,,,
XM-DAC-46008-cfa011189,"Proyecto Construcción Acueducto Río Colorado – Bahía Blanca, Etapa II",,"Esta operación constituye la segunda etapa de financiamiento que complementa la otorgada con el préstamo CFA 9088, para construir el nuevo sistema de abastecimiento de agua potable para la ciudad de Bahía Blanca y localidades aledañas. El Proyecto integral en sus 2 etapas está conformado por un acueducto de aproximadamente 140 km, que une las ciudades de Pedro Luro y Bahía Blanca, una obra de toma y una planta potabilizadora en Pedro Luro, cuatro cisternas y dos estaciones de bombeo. A través de una obra de captación se tomará agua del río Colorado a la altura de la localidad de Pedro Luro, y desde allí se bombeará un caudal de agua cruda a través de una tubería de impulsión hasta la nueva planta potabilizadora. El agua potabilizada se impulsará a través de las distintas estaciones de bombeo hasta una nueva cisterna de distribución en Bahía Blanca mediante el acueducto troncal que tendrá una longitud de aproximadamente 140 km y que entregará caudales a las localidades cercanas a su recorrido. De acuerdo al diseño del Proyecto, el mismo se estructura en los siguientes componentes: (i) Obras de infraestructura, impulsión, civiles y electromecánicas< (ii) Estudios< y (iii) Gestión del Programa. ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,AR,,,,,,,,,,421,,,
XM-DAC-46008-cfa008748,Financiera de Desarrollo Nacional,,"El objetivo de la inversión es la capitalización y fortalecimiento patrimonial de la Financiera de Desarrollo Nacional. El uso de los fondos, producto del aumento de capital se ha destinado para financiar la ejecución del plan de negocios de la entidad.",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,CO,,,,,,,,,,510,,,
XM-DAC-46008-cfa007990,"Glisco Partners III, L.P.",,"Fondo de capital privado gestionado por Glisco Partners constituido en el año 2012 con el objeto de adquirir participaciones minoritarias en pequeñas y medianas empresas mexicanas con alto potencial de crecimiento, con socios y equipos gerenciales que tengan trayectoria y excelente reputación y claro enfoque en la creación de valor y manejo activo en la operación de las empresas invertidas. Los objetivos de esta inversión apoyar en el desarrollo de la industria de capital privado en México: (i) movilizar recursos de terceros locales y extranjeros, (ii) uso eficiente de los recursos atendiendo a más empresas de las cuales no podriamos atender directamente, (iii) beneficiar en el acceso a financiamiento, crecimientos de pymes y generación de empleos de calidad, (iv) aportar capital inteligente, fortalecimiento, gobernanza e internacionalización de las empresas beneficiadas, y (v) impacto en desarrollo beneficiando las cadenas de valor de los sectores de energía, seguros, salud, restauración y servicios financieros, entre otros.  ",,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,MX,,,,,,,,,,510,,,
XM-DAC-46008-cfl0000002469,"BANCOP,  BANCO PARA LA COMERCIALIZACIóN Y LA PRODUCCIóN S.A.",,Línea de crédito revolvente no comprometida por un monto de USD 16.000.000.,,2,,USD,,,2025-10-09T22:23:57.523Z,es,XM-DAC-46008,CAF Development bank of Latin America and the Caribbean,,40,0,,,,,PY,,,,,,,,,,421,,,
