activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XM-DAC-46008-cfa011994,2,1,"El objetivo del Proyecto es mejorar la productividad, fomentar el turismo y propiciar la integración económica regional a través del incremento de la capacidad en la ampliación a doble vía de un tramo de la carretera de la RVF-1 que atraviesa 5 departamentos en Bolivia, uniendo así el sur de Perú y el norte de Argentina.",,1
XM-DAC-46008-cfa011994,1,2,"El Proyecto contempla la construcción a doble vía del Tramo I de la carretera Oruro – Challapata, de 19,79 km de longitud, que forma parte de la Ruta Vial Fundamental N°1. Esta carretera pertenece al corredor oeste-sur de Bolivia, uno de los ejes de integración regional, política y económica más importantes del país. Su ampliación a doble vía contribuirá a mejorar la capacidad y niveles de servicio de la carretera, permitiendo una mejor transitabilidad, un aumento de la productividad regional, así como un potencial aumento del flujo de turistas, por estar ubicada en zona aledaña al Salar de Uyuni. ",,1
XM-DAC-46008-cfa012050,2,1,"El objetivo del Programa es promover la integración de las vías que conforman la RVF mediante la construcción de puentes que fortalezcan la unión entre corredores viales existentes, promoviendo rutas alternativas de tráfico y/o permitiendo el flujo del comercio y personas entre las zonas de producción agrícola/minera y los mercados consumidores.",,1
XM-DAC-46008-cfa012050,1,2,"l Programa contempla la construcción de 3 proyectos de puentes y sus accesos, distribuidos en diferentes departamentos de Bolivia, con características similares en cuanto a sus aspectos de integración y transitabilidad, a saber:  Puentes ríos Seco y Seque. Puente Mapiri. Puente Sacambaya.   Cada proyecto comprende la construcción de la infraestructura y superestructura de los puentes, así como los accesos de distintas longitudes que varían entre 250 m y 1.000 m a cada lado de los puentes. ",,1
XM-DAC-46008-cfl0000003477,2,1,"Financiar operaciones de clientes de Fomento Paraná, en particular emprendedores, productores rurales y las MiPymes para apoyar el proceso de recuperación de la actividad económica del Estado de Paraná, la mitigación y adaptación al cambio climático, la equidad de género y la inclusión financiera.",,1
XM-DAC-46008-cfl0000003477,1,2,"Línea de Crédito Revolvente No Comprometida por un monto de USD $50.000.000,00",,1
XM-DAC-46008-cfa011063,2,1,"El programa tiene como objetivo reducir el riesgo de inundaciones y mejorar la gestión de los desechos sólidos, a través de inversiones en infraestructura de drenaje urbano, sistemas de monitoreo para emergencias hídricas y nuevos puntos de recolección selectiva de desechos para reciclaje y/o disposición final.",,1
XM-DAC-46008-cfa011063,1,2,"El Programa Sanear Santo André considera una inversión total de USD 62,5 MM, siendo el financiamiento de CAF equivalente a USD 50,0 MM (80,0%).El objetivo del Programa es reducir el riesgo de inundaciones y mejorar la gestión de residuos sólidos, mediante inversiones en infraestructura de drenaje urbano, sistemas de monitoreo para emergencias hídricas y nuevos puntos de colecta selectiva de residuos para reciclaje y/o disposición final. En este sentido, el Programa se estructuró en tres componentes incluyendo obras, proyectos y estudios, y adquisición de equipamiento. El Programa también incluye recursos destinados a: (i) la gestión del Programa, mediante la contratación de una firma de apoyo al gerenciamiento, auditoría y supervisión técnica< y (ii) otros gastos (comisión de financiamiento y gastos de evaluación).  ",,1
XM-DAC-46008-cfa009757,2,1,"Incrementar de manera sustentable el ingreso de las familias beneficiarias, a partir del aumento de la producción y la productividad agrícola, con inversiones en la tecnificación del riego en Bolivia.",,1
XM-DAC-46008-cfa009757,1,2,"El objetivo fundamental del Programa Mi Riego II es incrementar la superficie agrícola y mejorar la eficiencia en el uso y distribución del agua a través del riego tradicional y la incorporación de áreas bajo riego tecnificado. Esta intervención se basa en los conceptos del derecho al agua y la promoción del Estado en la producción local, establecido en la Constitución Política del Estado, la Ley 745 de la década de riego 2015-2025 y el Plan de Desarrollo económico y social, PDES 2016-20202. Específicamente, el Programa propone aumentar de manera sustentable el ingreso por actividades agrícolas de familias rurales en siete departamentos del país: Cochabamba, Tarija, Chuquisaca, Oruro, Potosí, La Paz y Santa Cruz, así como: i) incrementar en 11.000 hectáreas la superficie agrícola bajo riego tradicional y tecnificado< y ii) fortalecer la capacidad organizativa y de gestión de aproximadamente 14.000 familias de usuarios en la operación y mantenimiento de los sistemas de riego durante la ejecución del Programa. Estos objetivos están alineados con lo establecido para las operaciones MI RIEGO I y el Programa de Presas, ambas financiadas por CAF. Adicionalmente, las actividades previstas contribuirán a incrementar la capacidad de adaptación al cambio climático en las zonas rurales3. El Programa estará estructurado en dos componentes: 1) Inversiones para el desarrollo de riego comunitario con enfoque de cuenca, que incluye: i) Preinversión< ii) Obras de infraestructura< iii) supervisión técnica y ambiental< y iv) acompañamiento y asistencia técnica. 2) Operación y administración del Programa, que incluye: i) administración< ii) coordinación del Programa< iv) auditoría externa< y iv) evaluación. Debido a que el programa financiará estructuras de riego tradicional y tecnificado4, es necesario prestar atención a medidas de protección de la fuente de agua y el área de recarga hídrica (aseguramiento de la disponibilidad de agua para atender la demanda), identificado, durante la formulación de los proyectos, los riesgos que implica la construcción de infraestructura hidráulica. El programa contempla un Plan de Gestión de Cuencas y para ello considera un porcentaje (10%) del valor total de la inversión, en medidas de protección y mitigación de riesgos. Para estimular la adopción de buenas prácticas agropecuarias e identificación de oportunidades de mercado, así como la selección de tecnologías y patrón de cultivos, el programa considerara el intercambio de experiencias entre grupo de productores y arreglos de cooperación interinstitucional entre los Servicios Departamentales Agropecuarios (SEDAGs), las instancias municipales que correspondan y el MMAyA. Para la identificación de proyectos sujetos de financiamiento en este Programa, se prevé que el MMAyA, a través de su unidad de coordinación y ejecución del programa Mi Riego, se constituya en la ventanilla oficial del sub sector riego, para la recepción e identificación de la demanda de proyectos de las Organizaciones Territoriales Autónomas (ETA) de siete departamentos del país. Los proyectos serán seleccionados mediante criterios técnicos establecidos por el sector, así como criterios particulares definidos por este Programa en su Reglamento Operativo< sin embargo, la priorización final será efectuada por las mismas ETA en función a su capacidad de contraparte financiera. Para asegurar la calidad de los proyectos, el Programa tiene previsto asignar recursos para pre inversión y la implementación de un equipo técnico (compuesto por personal de la unidad de coordinación de programa) dedicado al control de calidad (verificación de la calidad técnica de los diseños presentados por los demandantes de proyectos), denominado Equipo de Control de Calidad (ECC). El programa Mi Riego II financiará estudios, obras y adquisición de bienes y servicios. El Fondo Productivo Social, FPS estará a cargo de las obras y supervisión del proceso constructivo. La inversión total del Programa se estima en USD 84 MM, de los cuales el préstamo CAF financiaría el 83% (USD 70,0 MM), con un aporte local de 17% (USD 14,0 MM) establecidos en correspondencia por municipios y gobernaciones beneficiarias del Programa ",,1
XM-DAC-46008-cfa010713,2,1,"El objetivo del Programa es promover el aprendizaje del idioma inglés como segunda lengua en los centros educativos oficiales del país (básica, pre media y media) ampliando así las oportunidades de formación y empleabilidad de los beneficiarios, en función de las habilidades demandadas por el sector productivo.  ",,1
XM-DAC-46008-cfa010713,1,2,"El Programa tiene alcance a nivel nacional, y está dividido en cuatro componentes: (i) formación a docentes local e internacionalmente< (ii) desarrollo de competencias en estudiantes< (iii) fortalecimiento académico e institucional< y, (iv) administración del Programa.",,1
XM-DAC-46008-cfa009204,1,1,"El Proyecto contempla realizar un diagnóstico en las zonas servidas propuestas por las empresas hidrológicas, que bajo unos criterios de elegibilidad, permitirá identificar las zonas elegibles para la intervención. Una vez seleccionadas las zonas, se realizarán o actualizarán los catastros de usuarios y de las redes de distribución, para posteriormente contratar los estudios y diseños necesarios que permitirán definir la adecuada sectorización de las redes de agua potable, así como los equipos a adquirir y obras a realizar. Finalmente, se ejecutarán las obras de reposición y optimización de los sistemas sectorizados. Una vez los equipos estén instalados, se iniciará el monitoreo a los consumos de las zonas mediante un seguimiento continuo, en un proceso de optimización en la gestión de la red. Estas intervenciones se acompañarán con planes de capacitación a los funcionarios y operarios de las empresas hidrológicas, además de campañas de concientización a la población beneficiaria, con el fin de promover el ahorro en el consumo del agua. ",,1
XM-DAC-46008-cfa009204,2,2,"Impulsar una estrategia de racionalización y control de la demanda de agua potable a través de la reducción de las pérdidas y desperdicios de agua, mejorar la calidad del servicio y promover la utilización sostenible de los recursos hídricos en el país.",,1
XM-DAC-46008-cfa012275,2,1,"Contribuir a  garantizar el acceso y la calidad de la educación terciaria en Uruguay, meduante la construcción de una nueva sede universitaria de la UDELAR en Paysandú, en una implantación de carácter  estratégico para la Ciudad. Se espera beneficiar 5.500 estudiantes matriculados por carrera y 450 docentes  y personal administrativo.",,1
XM-DAC-46008-cfa012275,1,2,"El Proyecto propuesto prevé la construcción de un complejo universitario de aproximadamente 7.500m2 que beneficiará desde su instalación a una población estudiantil de 7.196 matriculados por carrera y 450 docentes y personal administrativo y permitirá acompañar el crecimiento proyectado del CENUR LN, tanto en números de estudiantes como en diversificación y especialización de la oferta educativa. Conforme a la evaluación realizada, el Proyecto se estructura con los siguientes 2 componentes: (i) Obras y equipamiento< y (ii) Otros gastos.",,1
XM-DAC-46008-cfa011459,2,1,El objetivo es incrementar y optimizar la conectividad de las redes y caminos provinciales. ,,1
XM-DAC-46008-cfa011459,1,2,"El Programa contempla la realización de obras de construcción y rehabilitación de infraestructura vial en aproximadamente 78 km de rutas provinciales, cuatro (4) puentes, la adquisición de maquinaria vial y el financiamiento de estudios de preinversión de obras relacionadas con el objetivo del Programa.",,1
XM-DAC-46008-cfl0000003412,1,1,Línea de crédito revolvente no comprometida por un monto de USD 150.000.000.,,1
XM-DAC-46008-cfl0000003412,2,2,"El objetivo del financiamiento incluye: i) Financiamiento de operaciones de crédito para los clientes del banco de los segmentos micro, pequeña y mediana empresa. ii) Financiamiento de operaciones de comercio exterior, capital de trabajo, adquisición de equipos y bienes de capital y proyectos de inversiones de los clientes del banco. iii) Apoyo de programas del banco para financiar a sus clientes en proyectos de eficiencia energética, cogeneración y negocios verdes. iv) Apoyo de programas del banco para financiar créditos hipotecarios destinados a viviendas sociales y/o sustentables. v) Financiamiento al Banco a través de la suscripción/compra de bonos verdes, sociales o sostenibles emitidos por el Banco mediante oferta privada. vi) Emitisión de garantías y/o avales para cubrir al banco ante terceros. ",,1
XM-DAC-46008-cfa011191,2,1,Mejorar la infraestructura económica y social de las provincias argentinas a través de la inversión pública.,,1
XM-DAC-46008-cfa011191,1,2," El Programa comprende cuatro ejes de intervención basado en las problemáticas identificadas: (i) transporte, orientado a mejorar la transitabilidad de la red de transporte< (ii) energético, con el objetivo de aumentar la capacidad de generación y transmisión de energía< (iii) agua, orientado a mejorar el manejo de los recursos hídricos< y (iv) turístico, con el objetivo de fomentar el turismo. Para cada eje, se consideraron las siguientes intervenciones: (i) Eje Transporte, obras viales de reacondicionamiento de 133,5 km de la Ruta Provincial N°23 (RP23) en la Provincia de Neuquén< (ii) Eje Energético, obras de transmisión de energía con la construcción de la Estación Transformadora (ET) Litoral y la Línea de Alta Tensión (LAT) subterránea en 132 kV entre la ET Corrientes Este y la ET Litoral y la construcción de la LAT en 132 kV entre Saladas y Santa Rosa y de la ET Santa Rosa< (iii) Eje Agua, obras de saneamiento ambiental del cauce del arroyo Manzores en la Provincia de Entre Ríos, y obras del sistema de defensa aluvional y la construcción de un acueducto ganadero en la Provincia de Mendoza< y (iv) Eje Turístico, una obra ferroviaria de rehabilitación de, al menos, 42 km de vías, compra de material rodante y recuperación de estaciones en el Tren de la Quebrada de Humahuaca en la Provincia de Jujuy. Asimismo, se financiará fortalecimiento institucional a los diferentes organismos involucrados en la ejecución del Programa. Este fortalecimiento abarca generación y/o mejoramiento de capacidades técnicas, ambientales, sociales y financieras.  Conforme a la evaluación realizada, la operación de financiamiento se estructura con los siguientes componentes: (i) obras de infraestructura< y (ii) administración y gestión.",,1
XM-DAC-46008-cfa011189,2,1,Asegurar el abastecimiento de agua confiable a la población y la industria de la ciudad de Bahía Blanca y nueve localidades aledañas a través de la construcción de un nuevo sistema de abastecimiento de agua.,,1
XM-DAC-46008-cfa011189,1,2,"Esta operación constituye la segunda etapa de financiamiento que complementa la otorgada con el préstamo CFA 9088, para construir el nuevo sistema de abastecimiento de agua potable para la ciudad de Bahía Blanca y localidades aledañas. El Proyecto integral en sus 2 etapas está conformado por un acueducto de aproximadamente 140 km, que une las ciudades de Pedro Luro y Bahía Blanca, una obra de toma y una planta potabilizadora en Pedro Luro, cuatro cisternas y dos estaciones de bombeo. A través de una obra de captación se tomará agua del río Colorado a la altura de la localidad de Pedro Luro, y desde allí se bombeará un caudal de agua cruda a través de una tubería de impulsión hasta la nueva planta potabilizadora. El agua potabilizada se impulsará a través de las distintas estaciones de bombeo hasta una nueva cisterna de distribución en Bahía Blanca mediante el acueducto troncal que tendrá una longitud de aproximadamente 140 km y que entregará caudales a las localidades cercanas a su recorrido. De acuerdo al diseño del Proyecto, el mismo se estructura en los siguientes componentes: (i) Obras de infraestructura, impulsión, civiles y electromecánicas< (ii) Estudios< y (iii) Gestión del Programa. ",,1
XM-DAC-46008-cfa008748,2,1,"El objetivo de la inversión es la capitalización y el fortalecimiento patrimonial de la Financiera de Desarrollo Nacional (FDN), con el fin de contribuir a su sólida gobernanza y a la ejecución efectiva de su plan de negocios",,1
XM-DAC-46008-cfa008748,1,2,"El objetivo de la inversión es la capitalización y fortalecimiento patrimonial de la Financiera de Desarrollo Nacional. El uso de los fondos, producto del aumento de capital se ha destinado para financiar la ejecución del plan de negocios de la entidad.",,1
XM-DAC-46008-cfa007990,2,1,"El objetivo de esta inversión es fortalecer la industria de capital privado en México mediante la movilización de recursos locales e internacionales, el apoyo a más empresas a través de un uso eficiente del capital, y el impulso al crecimiento de pymes con impacto en empleo, gobernanza e internacionalización, especialmente en sectores como energía, seguros, salud, restauración y servicios financieros.",,1
XM-DAC-46008-cfa007990,1,2,"Fondo de capital privado gestionado por Glisco Partners constituido en el año 2012 con el objeto de adquirir participaciones minoritarias en pequeñas y medianas empresas mexicanas con alto potencial de crecimiento, con socios y equipos gerenciales que tengan trayectoria y excelente reputación y claro enfoque en la creación de valor y manejo activo en la operación de las empresas invertidas. Los objetivos de esta inversión apoyar en el desarrollo de la industria de capital privado en México: (i) movilizar recursos de terceros locales y extranjeros, (ii) uso eficiente de los recursos atendiendo a más empresas de las cuales no podriamos atender directamente, (iii) beneficiar en el acceso a financiamiento, crecimientos de pymes y generación de empleos de calidad, (iv) aportar capital inteligente, fortalecimiento, gobernanza e internacionalización de las empresas beneficiadas, y (v) impacto en desarrollo beneficiando las cadenas de valor de los sectores de energía, seguros, salud, restauración y servicios financieros, entre otros.  ",,1
XM-DAC-46008-cfl0000002469,1,1,Línea de crédito revolvente no comprometida por un monto de USD 16.000.000.,,1
XM-DAC-46008-cfl0000002469,2,2,"Financiar a los clientes PyME del Banco que desarrollen sus actividades en sectores productivos de la economía paraguaya, a través de los siguientes objetivos: i) financiar operaciones de comercio exterior (principalmente exportaciones), ii) financiar capital de trabajo< iii) financiar inversiones en activos fijos, maquinaria y equipos, inversiones en eficiencia energética y negocios verdes< iv) financiar operaciones que impulsen la inclusión financiera< y v) financiar actividades económicas conexas a la agroindustrial, como son: logística, transporte,infraestructura vial. Adicionalmente, emisión de garantías y avales para cubrir al Banco ante terceros, incluidas garantías parciales para emisiones de títulos de deuda realizadas por el Banco.Financiamiento para el Banco a través de la suscripción/compra de bonos verdes,  sociales o sostenibles emitidos por el Banco mediante oferta privada.",,1
XM-DAC-46008-cfa011827,2,1,"Mejorar la infraestructura de saneamiento básico, la mobilidad urbana, los espacios públicos, la educación, la salud y la asistencia social, además de fortalecer la gestión ambientla, mitigar el efecto de invernadero y los eventos climáticos adversos, inclusión social,contribuyendo al desarrollo económico y socioambiental del Municipio de Itapipoca",,1
XM-DAC-46008-cfa011827,1,2,"El PRODESA considera una inversión total de USD 62,5 MM, siendo el aporte de contrapartida equivalente a USD 12,5 MM (20,0%). El objetivo del Programa es mejorar la infraestructura de saneamiento básico, la movilidad urbana, los espacios públicos, la educación, la salud y la asistencia social, además de fortalecer la gestión ambiental, la mitigación de gases de efecto invernadero y resiliencia a eventos climáticos adversos y la inclusión social, contribuyendo para el desarrollo económico y socioambiental del Municipio de Itapipoca. En este sentido, el Programa se estructuró en tres componentes, incluyendo: (i) obras< (ii) gestión del Programa< y (iii) otros gastos (comisión de financiamiento y gastos de evaluación).  ",,1
XM-DAC-46008-cfa012093,2,1,"El Programa tiene por objeto mejorar las condiciones de vida para la población del asentamiento Kennedy, mediante su realojo en un nuevo entorno dotado de servicios básicos y viviendas dignas, contribuyendo a la erradicación de los asentamientos irregulares en Uruguay.  El Programa comprende la construcción de aproximadamente 500 viviendas para 2.000 habitantes que actualmente habitan el asentamiento Kennedy, ubicado en el Departamento de Maldonado.  ",,1
XM-DAC-46008-cfa012093,1,2,"El Programa comprende la construcción de aproximadamente 500 viviendas para 2.000 habitantes que actualmente habitan el asentamiento Kennedy, ubicado en el Departamento de Maldonado. Los proyectos incluidos en este financiamiento cuentan con estudios para la construcción de las viviendas y para la provisión de servicios públicos. Como producto de la evaluación el Programa se estructura con los siguientes 3 componentes: (i) Obras de servicios básicos y viviendas< (ii) Gestión del Programa< y (iii) Gastos del Programa ",,1
XM-DAC-46008-cfa008741,2,1,"Apoyar al Gobierno Ecuatoriano en mejorar y ampliar la oferta a nivel integral del servicio educativo mediante la construcción y equipamiento de Unidades Educativas del Milenio, bajo el plan de ordenamiento de la oferta educativa.",,1
XM-DAC-46008-cfa008741,1,2,"Los recursos estarán destinados a financiar los siguientes rubros: 1. Costos directos de construcción de la infra. educativa, que incluyen costos de adaptación de los terrenos< 2. Fiscalización externa de las obras< 3. Equipamiento y mobiliario escolar< 4.Implementación de la gestión ambiental y social y< 5. auditoriía externa del programa. ",,1
XM-DAC-46008-cfa011456,2,1,"Mejorar la calidad y pertinencia de la oferta educativa para el empleo y el emprendimiento en función de la demanda actual y futura del sector productivo de Panamá, reposicionando al INADEH como el organismo rector del Estado en materia de formación profesional, capacitación laboral y gestión empresarial en Panamá. ",,1
XM-DAC-46008-cfa011456,1,2,"El Proyecto será ejecutado por medio de los siguientes cuatro componentes:   1) Fortalecimiento académico: Incluye las acciones orientadas a mejorar la calidad y pertinencia de la oferta académica del Inadeh, en línea con las necesidades del sector productivo de Panamá. Incluye además la formación continua y actualización de instructores y evaluadores y el fortalecimiento del rol del Inadeh como órgano rector de la formación profesional, entre otros aspectos. Este componente será ejecutado por una entidad internacional especializada en formación profesional.  2) Fortalecimiento institucional: Comprende la implementación de un nuevo modelo de gestión en los centros formativos del Inadeh y la capacitación a los directivos y personal administrativo. Este componente será ejecutado por una entidad internacional especializada en la gestión de proyectos de formación profesional.   3) Infraestructura y equipamiento: Comprende el diseño, demolición, construcción parcial y el equipamiento de nuevas edificaciones en el Centro Tocumen. Asimismo, abarca la rehabilitación y/o construcción y el equipamiento de otros centros formativos del Inadeh a nivel regional.   4) Gerencia de Proyecto: Incluye la entidad especializada encargada de apoyar la ejecución del Proyecto, la supervisión técnica a la ejecución del Proyecto y la auditoría externa",,1
XM-DAC-46008-cfa012334,2,1,"Contribuir al desarrollo sostenible y equitativo de la provincia de Guayas, reduciendo las disparidades territoriales, a través de la implementación de proyectos que promuevan el incremento de la productividad, la inclusión social con enfoque de género y diversidad étnica, y el fortalecimiento de la resiliencia de la provincia a los efectos del cambio climático.",,1
XM-DAC-46008-cfa012334,1,2,"El Programa en la provincia del Guayas consta de tres componentes. El primero, de inversión, incluye una cartera fija de proyectos de riego que beneficiarán 4.820 hectáreas y 121 mil personas, además de una cartera flexible con proyectos multisectoriales a definir en 12 meses. El segundo componente cubre estudios, fiscalización y apoyo en la ejecución de obras, compra de terrenos y gestión de reasentamientos. El tercero fortalece la gobernanza del GADPG mediante la creación de una Unidad Ejecutora, desarrollo de modelos productivos, fortalecimiento comunitario con enfoque de diversidad y género, y evaluación de la gestión y resultados.",,1
XM-DAC-46008-cfa010061,2,1,"Prevenir las crecidas, manejar controladamente los caudales y moderar el efecto de las inundaciones en la cuenca del río Luján, en 10 partidos de la Provincia de Buenos Aires.",,1
XM-DAC-46008-cfa010061,1,2,"La provincia de Buenos Aires (PBA) ha dividido la implementación del Plan Maestro del Río Luján (PMRL) en dos etapas, de las cuales el presente Proyecto constituye la primera. El Proyecto contempla medidas estructurales, tales como obras y estudios destinados al incremento de la capacidad de conducción del cauce, mediante el aumento de su sección y la ampliación de puentes en varios tramos de la parte baja y media de la cuenca< y medidas no estructurales como el desarrollo de un sistema de alerta temprana, acciones de ordenamiento territorial y de fortalecimiento institucional. El Proyecto está compuesto por los siguientes componentes: (i) Estudios de ingeniería y otros< (ii) Obras de conducción - ampliación del cauce< (iii) Obras de reemplazo y ampliación de puentes< (iv) Aspectos ambientales y de ordenamiento del territorio< (v) Sistema de alerta temprana< (vi) Fortalecimiento, supervisión y auditoría< y (vii) Costos de financiamiento. ",,1
XM-DAC-46008-cfl0000003683,2,1,"Financiamiento a la micro, pequeña y mediana empresa en Bolivia. ",,1
XM-DAC-46008-cfl0000003683,1,2,Línea de crédito revolvente no comprometida por USD 20.000.000.,,1
XM-DAC-46008-cfl0000003580,1,1,Línea de crédito revolvente no comprometida por un monto de USD 20.000.000.,,1
XM-DAC-46008-cfl0000003580,2,2,Financiamiento dirigido a Comercio exterior; Credito productivo; Financiamiento en general para Pymes; Financiamiento de operaciones “verdes” y eficiencia energética;  Garantias y/o compra de Bonos. ,,1
XM-DAC-46008-cfa009759,2,1,"Contribuir a incrementar la producción y la productividad agrícola por hectárea y por familia beneficiada en una forma sustentable, mediante el aumento y regulación del volumen disponible de agua en reservorios, a través de inversiones en presas y embalses y obras de conducción de cabecera.",,1
XM-DAC-46008-cfa009759,1,2,"El Programa fue diseñado con el objeto de reducir estructuralmente la pobreza rural, expandiendo la superficie bajo riego de pequeños agricultores, considerando los efectos negativos del cambio climático en los sistemas hidrológicos andinos. Asimismo, beneficia a comunidades con altos índices de pobreza que dependen críticamente de la agricultura para su nutrición e ingreso, en las cuales el porcentaje de mujeres, niños y ancianos es elevado. El Programa pretende igualmente retener población económicamente activa con fuertes incentivos para emigrar en busca de oportunidades de empleo e ingreso. El Programa financiará los siguientes componentes: (i) Ingeniería y construcción de obras de embalse, y sistemas principales de conducción y distribución de sistemas de riego< (ii) Manejo y conservación de las fuentes de agua< (iii) Reforzamiento de los equipos técnicos y de los regantes< (iv) Creación y reforzamiento de equipos profesionales para la operación y mantenimiento de las obras de embalse< (v) Fortalecimiento de la Unidad Técnica de Presas (UTP)< y (vi) Gastos de gerenciamiento y administración. ",,1
XM-DAC-46008-cfa011906,2,1,"Reducir el riesgo de inundaciones, mejorar la mobilidad, lam infraestructura urbana y fortalecer la gestión de residuos sólidos, por medio de inversiones en macrodrenaje, sistema vial, espacios públicos, centro social y disposición de residuos sólidos, que contribuirán al desarrollo sostenible y a la resilencia climática del Municipio.",,1
XM-DAC-46008-cfa011906,1,2,"El Programa atiende problemáticas sectoriales priorizadas por el Municipio, mejorando la conectividad, integración, condiciones ambientales y acceso a servicios de calidad a partir del fortalecimiento de centralidades urbanas multifuncionales. El Programa prevé la ejecuón de obras que incluyen drenaje urbano, gestión de residuos sólidos, equipamientos urbanos, pavimentación y movilidad urbana como así también estudios de preinversión y complementarios y fortalecimeinto institucional. ",,1
XM-DAC-46008-cfa010209,2,1,"Mejorar la eficacia y eficiencia del sistema de provisión de agua potable para los partidos de La Plata, Berisso y Ensenada, en la provincia de Buenos Airea, a través de la construcción de un nuevo sistema de potabilización complementario al existente.",,1
XM-DAC-46008-cfa010209,1,2,"El Proyecto permitirá atender la demanda de agua potable y contribuirá en la mejora de la calidad y continuidad del servicio. La construcción de la nueva planta de potabilización, cuyo caudal de diseño es de 10.000 m3/hora, implicará la instalación de una estación de bombeo de agua cruda y su línea de conducción, así como las cisternas y conducciones de distribución del agua tratada. Además, el Proyecto contempla acciones para la reducción del índice de agua no contabilizada y el fortalecimiento del operador del sistema. Considerando la evaluación efectuada, el Proyecto se estructuró con los siguientes componentes: (i) Obras< (ii) Estudios de diagnóstico< (iii) Concientización y sensibilización< (iv) Reducción de pérdidas< (v) Gestión, auditoría e inspección< y (vi) Costos de financiamiento ",,1
XM-DAC-46008-cfa009272,2,1,"Mejorar la transitabilidad del tráfico existente y atraído en la zona del Proyecto en condiciones seguras, a efectos de dinamizar la actividad socioeconómicaen el área de influencia directa e indirecta del mismo mediante la construcción de la carretera Doble Vía Santa Cruz – Warnes (Lado Este).",,1
XM-DAC-46008-cfa009272,1,2,"El Proyecto se estructura en 2 componentes: (i) Construcción de la Carretera Doble Vía Santa Cruz - Warnes (Lado Este), que incluye: (a) la obra civil (construcción y pavimentación del tramo entre Santa Cruz y Warnes y el acceso al aeropuerto de Viru Viru, además de viaductos y obras de arte mayor para mejorar la conectividad de la vía)< (b) supervisión técnica, ambiental y social< (c) fiscalización< (d) presupuesto ambiental (ejecución de los Programa de Prevención y Mitigación - Plan de Aplicación y Seguimiento Ambiental)< (e) Programa de Reposición de Pérdidas< (f) medidas complementarias de seguridad vial< y (g) imprevistos< (ii) Gestión del financiamiento, que incluye: (a) auditoría externa< (b) comisión de financiamiento de CAF< y (c ) gastos de evaluación de la operación",,1
XM-DAC-46008-cfa011790,2,1,Fortalecer al sector vial en la República Argentina.,,1
XM-DAC-46008-cfa011790,1,2,"CAF pone a disposición de la República Argentina recursos de apoyo presupuestario y rápido desembolso, bajo la modalidad de un préstamo de Enfoque Sectorial Amplio (SWAp), para el reconocimiento de inversiones y gastos en el sector vial nacional, incluyendo erogaciones en conservación vial y en ampliación de capacidad mediante el establecimiento de corredores y duplicación de carriles.  Mediante este reconocimiento de inversiones y gastos realizados con recursos propios, se continúa contribuyendo a alcanzar una infraestructura vial de calidad y valor patrimonial, con fluidez, confiabilidad, confort y seguridad en la circulación.",,1
XM-DAC-46008-cfl0000003406,1,1,"Línea de Crédito Revolvente No Comprometida por un monto de USD $20.000.000,00 Financia proyectos  de infraestructura y energía en America Latina y el Caribe.",,1
XM-DAC-46008-cfl0000003406,2,2,Financiamiento de proyectos de infraestructura en Latinoamérica y el Caribe. Principalmente proyectos de energía renovable y desarrollo verde y sostenible.,,1
XM-DAC-46008-cfa011061,2,1,"El objetivo de esta operació es Apoyar el desarrollo de la infraestructura vial de Uruguay, así como el desarrollo de los vehículos de deuda promovidos por CAF Asset Management Corporation (“CAF-AM”). ",,1
XM-DAC-46008-cfa011061,1,2,"Diseño, construcción, financiación, y mantenimiento de 257,9 Km de rutas y puentes, conecta varios departamentos, asegurando la calidad y servicio de la infraestructura sin riesgo de demanda. Se desarrolla bajo un contrato de Participación Público-Privada con una concesión de 20 años hasta el 2039, otorgada por  el Ministerio de Transporte y Obras Públicas del Uruguay. Se culminó la construcción de las obras y está en la etapa de operación recibiendo los Pagos por Disponibilidad del Concendente.039, otorgada por  el Ministerio de Transporte y Obras Públicas del Uruguay.",,1
XM-DAC-46008-cfl0000003492,2,1,"Financiamiento para el Banco y sus clientes en operaciones de comercio exterior, capital de trabajo, proyectos de inversión, eficiencia energética y negocios verdes. Confirmación de cartas de crédito y emisión de garantías y avales para cubrir al Banco ante terceros, incluidas garantías parciales para emisiones de títulos de deuda realizadas por el Banco. Financiamiento para el Banco a través de la suscripción/compra de bonos verdes, sociales o sostenibles emitidos por el Banco mediante oferta privada. ",,1
XM-DAC-46008-cfl0000003492,1,2,Línea de crédito revolvente no comprometida por un monto de USD 50.000.000.,,1
XM-DAC-46008-cfa012056,2,1,"El Proyecto tiene como objetivo apoyar al ITSE en el desarrollo completo de las dimensiones académica, institucional y de gobernanza, la dotación de mobiliario y equipamiento y la realización de intervenciones complementarias a la infraestructura, que permitirán finalizar la implementación iniciada en la primera fase, financiada mediante la operación CFA 9852, la cual culminó el período de desembolsos el 26/12/2022.",,1
