activity_identifier,title,title_lang,description,description_lang,activity_status,activity_scope,default_currency,humanitarian,hierarchy,last_updated_datetime,xml_lang,reporting_org_ref,reporting_org_name,reporting_org_name_lang,reporting_org_type,reporting_org_secondary_reporter,planned_start_date,actual_start_date,planned_end_date,actual_end_date,recipient_country_code,recipient_country_percentage,recipient_country_name,recipient_country_lang,recipient_region_code,recipient_region_percentage,recipient_region_name,recipient_region_lang,collaboration_type,default_flow_type,default_finance_type,default_aid_type,default_tied_status,conditions_attached
XI-IATI-IADB-AR-L1006,Support for Plan Familias I,en,"The program will be divided into three components:
Component 1. Conditional cash transfers. The program will finance conditional cash transfers for poor families.
Component 2. Non-monetary subsidies. Two activities will be financed: (i) workshops regarding adult education, nutrition, infant work eradication, health, and social organization and (ii) after school programs for children.
Component 3. Institutional Strengthening: The development and strengthening of the following systems will be financed: (i) control of conditionalities and registry, (ii) subsidy payment, (iii) monitoring, (iv) evaluation and (v) social risks.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1386,Productive and export Development Program for the Province of Salta,en,"The general objective of the program is to promote sustainable economic growth in the province of Salta, through the strengthening of sectors with growth potential, generation of knowledge, employment and internationalization. Specific objectives: (i) improve the competitiveness and internationalization of companies in the priority sectors through investments in infrastructure and the provision of financing, (ii) increase the availability of people trained with the skills required by companies in the prioritized sectors, and (iii) strengthen the capacity of the province in the implementation of a strategy to promote exports and investment attraction.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1014,Norte Grande Roads Infrastructure Program,en,"The general objective of the Program is to sustainably improve terrestrial transportation of freight and passengers in the priority corridors, for incrementing the competitiveness of the regional production structure and support economic and social integration of its inhabitants. The purpose of the Program is to reduce the costs of transport and time of travel, complimenting the improvement and rehabilitation of integration corridors with neighbor countries and of national and priority provincial routes that connect the nucleus and circuits of the region's economic activity with local and external markets, increasing security for the users of such routes.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1149,MULTISECTORIAL PREINVESTMENT PROGRAM IV (CCLIP),en,"The objective of the program is to increase the efficiency, optimal allocation, and the productivity of the public investment that contributes to the economic and social developments of the country through the elaboration of general and specific pre-investment studies.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1151,Integrated Urban Solid Waste Management Program.,en,"The program objective is to decrease the disposal of urban solid waste (USW) in open dumps, and to increase its disposal in properly designed, built, and operated sanitary landfills in urban and tourism centers, and to increase its recovery and reuse. The program will finance actions and initiatives for education and awareness-raising; for separation at the source; and for the collection, transportation, transfer, recovery, recycling, and final disposal of USW, geared toward promoting integrated solid waste management, and benefitting some 975,000 households with improved collection and final disposal services.",en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1071,Development of Tourism Corridors,en,"The program's goal is to increase tourism expenditure, improving the spatial and temporal tourist exploitation of protected areas and their associated tourism destinations.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1030,Provincial Agricultural Services II-PROSAP II,en,"To support the process of productive development in the provincial economies of the rural sector, through the increase in public investment in productive infrastructure and agricultural services, together with incentives to private investments.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1343,Cybersecurity for Critical Information Infrastructure Program,en,Contribute to the reduction of cybersecurity incident costs for the State and citizens,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1347,Support Program to Improve Fiscal Management and Economic Recovery,en,The overall development objective of the program is to support economic and social recovery in Argentina. The specific development objectives are: (i) strengthen public finances; (ii) contribute to price stability; and (iii) strengthen the balance of payments.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1352,Program for the Strengthening of Agricultural Health Services and the Sustainable Management of Maritime Resources in Argentina (PROSAMA),en,"he general objective of the program is to promote the productivity, sustainability and climate resilience of agri-food and marine systems, with a focus on technological innovation. The specific objectives are: (i) to improve the effectiveness of surveillance, control, and prevention of the introduction of pests and diseases that affect the country's zoo-phytosanitary heritage; (ii) increase the diagnostic capabilities of plant and animal health laboratories, and improve quality control of agrifood products; (iii) improve the quality of certification services, payments, and procedures offered by the National Service for Agrifood Health and Quality (SENASA); and (iv) improve research capabilities on oceanographic resources, marine ecosystems, and the coastline.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1331,Support for Vulnerable Populations through the Argentine Plan to Combat Hunger amid the COVID-19 Pandemic.,en,"Contribute to the implementation of the ""Argentina Against Hunger"" Plan to prioritize early childhood and ensure the feeding and nutrition of families in social vulnerability with young children.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1078,"Strengthen the Ministry of Foreign Relations, International Trade and Worship II",en,"The objective of the program is to improve the institutional performance of the MRECIC in the areas of operational management, trade promotion, and attraction of investments, to help increase participation by small and medium-sized enterprises (SMEs) in foreign trade activities.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1032,Food and Agriculture Health and Quality Management Program (CLIPP),en,"The Program will have five components: i) animal health, with the purpose of strengthening the permanent epidemic surveillance services, risk analysis, traceability and sanitary emergency, animal quarantine, animal health lab services; ii) plant health, includes the permanent phytosanitary surveillance services, monitoring and plague risk analysis, phytosanitary quarantine and phytosanitary labs; iii) food harmlessness, it is comprised by certification, food and agriculture quality, control of vegetal originated products and control of animal originated products including fishery products; iv) institutional management, with the purpose of assuring the continuous quality of the health services, while adhering to the guidance of experts and to the experience of the SENASA, the local entity in charge of health and quality of food and agriculture; and v) regional agricultural health and quality integration.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1073,CCLIP: Program of Technological Innovation,en,"To contribute to enterprises competitiveness and to the improvement of population quality of life through the country's science, technology and innovation development.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1279,First Operation of the Program to Build Capacity and Improve Safety on the Accesses to the Cristo Redentor Border Crossing,en,The objective of the first operation is to improve service quality on the CRSC by reducing travel times and transportation costs through the construction of bypass roads in urban areas and supplementary safety-related works,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1408,Digital Health Agenda of the Health System of the Autonomous City of Buenos Aires,en,"The general development objective of the project is to contribute to improving timely, comprehensive and continuous access to public health services in the Autonomous City of Buenos Aires (CABA). The specific objective of the project is to improve the timeliness, comprehensiveness and quality with which the health information generated by the City is produced, shared and analyzed.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1015,Water Infrastructure: Northern Provinces Development,en,The objective of this project is to contribute to the development of the northern provinces through the efficient utilization of water resources by regulating its availability for expanding both the agricultural and industrial sectors. Additionally the program will provide clean water and better sewage systems for low income populations and control flooding.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1273,Drainage and Flood Control Project in the Province of Buenos Aires,en,The objective of the project is to better protect the population from flood risks and reduce the economic costs associated with these events. This objective will be achieved by implementing structural and nonstructural measures.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1346,Water Resources Management and Aqueducts in Provinces of Argentina Program,en,"The objective of the CCLIP is to contribute to improving water security in Argentina. The general objective of the first operation is to contribute to improving the quality of life of the population that lives in priority basins in Argentina, by improving the comprehensive management of Water Resources (HR) considering aspects of resilience to climate change. The specific objectives of the first operation will be: (i) increase the availability of water in the priority basins of the Argentine territory, under a multipurpose use approach, and increase and/or improve access to Potable Water (AP) services for human consumption; and (ii) improve HR planning and management capabilities.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1252,Technological Innovation Program V,en,"The objective of the Conditional Credit Line for Investment Projects (CCLIP) is to strengthen Argentina's
innovation system and bring it to full institutional maturity. The general objective of the fifth and final individual operation under the CCLIP is to
boost enterprise productivity and competitiveness by supporting research, development, and innovation. The specific objectives are to:
(i) increase the technological innovation capacity of Argentine enterprises; (ii) increase the capacity of science and technology research;
and (iii) boost the capacity to monitor, evaluate, coordinate, and disseminate science, technology, and innovation (STI) policies.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1036,Multiphase Development Infrastructure: Support Production Entre Rios,en,"Contribute to the development and competitiveness of the economy of the province of Entre Ríos. El Gobierno de Entre Ríos (GdER) identificó 4 (cuatro) subsectores de intervención: (i) el sector vial, con el mejoramiento y pavimentación de 200km de tramos de carreteras; (ii) el sector eléctrico, con la construcción de la Estación Transformadora ""Gran Paraná"" de 500 / 132 kV, del denominado ""Cierre Norte"" del Sistema de transmisión de 132 kV, y obras complementarias; (iii) el sector portuario-fluvial, con la elaboración de un Plan Maestro del Sistema de Puertos de la provincia, incluyendo un programa de inversiones y un plan de negocios para viabilizar los proyectos portuarios prioritarios; y (iv) el sector productivo, a través del fortalecimiento de las cadenas de valor.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1157,Program for the Techonolgical Development of Mendoza,en,"The Program will promote the technological development of the Mendozan economy, based on innovation, qualified human resources, and the necessary infrastructure to improve the diversification of production and the strengthening of local economic activity.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1067,Forest Sustainability and Competitiveness Program,en,"The objective of the project is to contribute to the sustainable management and competitiveness of forest plantations by raising product quality in both primary production and initial processing, diversifying the productive base, and improving access to supply chains and markets for micro, small, and medium-sized enterprises (MSMEs).",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1258,Water and Sanitation Services Development Program – Belgrano Plan,en,"The objective of the program is to increase access to water and sanitation services, while improving the operational and financial performance of service operators, mainly in the provinces covered by the Belgrano Plan. The specific objectives are: (i) to expand water and sewer service coverage; (ii) to optimize environmental, public health, and hygiene conditions through wastewater treatment; and (iii) to improve the management capacity of water and sanitation service operators.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1196,MULTIPHASE PRIMARY HEALTH CARE PROGRAM FOR MANAGING CHRONIC NONCOMMUNICABLE DISEASES,en,"The objective of this second operation is to help reduce morbidity and mortality caused by chronic
noncommunicable diseases in Argentina, prioritizing the population with public coverage only. Specifically, this operation proposes to
help: (i) prioritize the primary care level as the gateway to the health care system; (ii) increase the population's access to screenings
for classification according to health risk; and (iii) increase access to timely treatment for those with moderate or high health risk suffering
from chronic conditions.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1130,Lending Program for Productive Development in the Province of San Juan,en,The program aims to continue supporting the efforts of the provincial government to promote the productive private sector development through: i) the expansion of the flow of financial resources earmarked for commercial banks for medium and long term credit to MSMEs and ii) the consolidation of the supply of goods and nonfinancial services provided by the San Juan Agency for Investment Development to improve the competitiveness of recipient firms.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1288,Social and Urban Integration Program in Greater Buenos Aires,en,"The general objective of the CCLIP and its first operation is to improve living conditions in shantytowns, informal neighborhoods, and housing complexes in the Province of Buenos Aires through social and urban integration interventions. The specific objectives of the first operation are to: (i) strengthen and support local and provincial governments in the planning, management, and execution of comprehensive informal neighborhood intervention and regularization projects; (ii) improve access to and facilitate the use of basic utilities, resilient urban infrastructure, public spaces, community facilities, and government services for the residents of these neighborhoods, thereby integrating them into the municipal urban fabric; and (iii) strengthen social capital, increase opportunities for social, labor, and productive community development, and improve habitability and tenure conditions",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1156,Science and Technology Scholarships - Program BEC.AR,en,To increase the supply of highly-skilled human resources in strategic areas for promoting enterprise innovation.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1326,"Immediate Public Health Response Project en the context of the COVID-19 Pandemic to contain, control and mitigate its effect in health service provision in Argentina",en,The overall objective of this project is to help reduce morbidity and mortality from COVID-19 and mitigate the other indirect health effects of the pandemic. The project will have four specific objectives: (i) Strengthen the response response at the country level; (ii) Improve the detection and monitoring of cases; (iii) Support efforts to interrupt the chain of transmission of the disease; and (iv) Improve the capacity to provide services.,en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1092,Export Promotion Program,en,"Support the country's technical capacity to promote exports and attract investment in a coordinated, systematic and sustainable way (with a focus on result-based management and income generation).",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1304,"Program for Strengthening of the Digital Agenda: Connectivity, Electronic Government and Digital Productive Transformation",en,"The general objective of the program is to improve the productivity of theArgentine economy by advancing its digitalization through actions to: (i) establish a digital agenda;(ii) strengthen the legal framework for connectivity; (iii) broaden offerings and improve the quality of digitalgovernment services; and (iv) promote policy measures for digital productive transformation.This loan operation is the first in a programmatic series of two consecutive, single-tranche operations thatare technically related but financed independently under the programmatic policy-based loan (PBP)modality.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,A02,5,1
XI-IATI-IADB-AR-L1068,"Program for Rural Development and Family Agriculture, PRODAF",en,The objective is to increase the income of family farmers by increasing productivity.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1345,Program to Improve Water Services in the Province of Buenos Aires,en,The general objective of the Program is to contribute to improving the quality of life of the population living in the PBA through the provision of PC services. The specific objectives are: (i) to improve the quality and operational capacity of PC services; and (ii) improve the management of ABSA and the provincial entities linked to the W&S service.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1334,Credit Program for the Reactivation of Production in the Province of San Juan,en,The general objective of the program is to contribute to the recovery of production in the Province of San Juan and to support the sustainability of MSMEs as a source of employment in the province. The specific objective is to promote the economic recovery of MSMEs that operate in the Province of San Juan through the provision of productive financing.,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1108,Program to Support the Policy on Improving Equity in Education-PROMEDU II,en,i) Improve retention and graduation rates in secondary level; (ii) increase the access to pre-school and secondary levels; (iii) expansion of school hours in primary level; and (iv) improvement of education management processes.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1357,Support Program for Knowledge Economy Exports,en,"The objective of the program is to contribute to the increase in exports of the Knowledge Economy sectors(EDC) through the provision of specialized human capital, the development and adoption of technologies based onArtificial Intelligence (AI) and the promotion of its international insertion.. The specific objectives are: (i) strengthen the formation of human capital required by the EDC sectors; (ii) increase collaboration between the technological scientific system and the productive sector in technologies based on Artificial Intelligence (AI); and (iii) contribute to the internationalization of companies in the EDC sectors.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1336,"Development, Investment, and Facilitation Program for Argentine Nature Tourism: the Nature Route",en,"The general objective of the program i to increase tourist spending in natural areas of tourist interest, as well as their associated destinations.",en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1312,Program of Strengthening and Integration of Health Networks of the Province of Buenos Aires,en,"The objective of the CCLIP is to help improve the delivery capacity and quality of primary, secondary, and tertiary public health care services in the PBA, integrating them as a service network that provides priority care to people with exclusive public coverage in order to reduce the number of years of potential life lost. The objective of the first operation under the CCLIP is to improve access and effective coverage of public health services for the PBA population. Its specific objectives are to: (i) improve access to and the effectiveness of primary care in a set of municipios in the Buenos Aires Metropolitan Area; (ii) increase the responsiveness of emergency services across the PBA; and (iii) dispense cancer and palliative drugs in a more timely manner across the PBA.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1136,Development Programme's Norte Grande provinces: W&S Infrastructure,en,"The objective of the program is to improve water and sanitation sector service and efficiency in the provinces of the Norte Grande of Argentina by financing projects to: (i) increase coverage and improve potable water and sanitary and stormwater sewerage services in unserved or underserved areas; and (ii) strengthen sector entities in the provinces, and improve service provider operational and financial efficiency and management.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1293,Project to Improve the Provincial Route 82 Corridor in the Province of Mendoza,en,"The general objective of the project is to help boost the productivity of the economy of the province of Mendoza by improving road and tourism infrastructure. The specific objectives are: (i) to help improve the quality of traffic flow and road safety by increasing capacity, rehabilitating, and upgrading the Provincial Route 82 corridor, which will result in reduced operating costs, shorter average travel times, and lower road accident rates; and(ii) to help improve the tourism competitiveness of the Cacheuta district through interventions in urban infrastructure and capacity-building in land use and tourism management in this district.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1162,Water and Sanitation Program for Metropolitan Areas,en,"The objective of the program is to expand coverage and improve management of water and sanitation services in the country¿s major urban centers and cities of more than 50,000 inhabitants. This objective is to be achieved by: (i) helping to make water and sanitation service providers more efficient and sustainable; (ii) undertaking renovation, rehabilitation, upgrading, and expansion works for water and sewer services; and (iii) supporting ENOHSA and strengthening the planning and regulatory functions of subnational entities.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1074,Citizen Security and Inclusion Program,en,"To attend the implementation of an innovating Program in the matter of Citizen Security, with a multifocal criterion, based on the inclusion like axis for the diminution of the social confliction in the Province of Buenos Aires. This boarding aims at the marginal conglomerates where the most vulnerable population exists.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1016,Municipal Strengthening Program,en,EN,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1251,Program for Implementation of the National System for the Argentine International Trade Single Window,en,"The general objective of the program is to improve the international competitive positioning of the productive sector by designing and
implementing a technology platform for rules, regulations, and processes to simplify and facilitate international trade and foreign
investment operations: the Argentine International Trade Single Window, known by its Spanish-language acronym, VUCEA. The specific
objectives are: (i) to optimize the country's international trade processes through improvement of the rules and regulations, processes,
technologies, and human resources of the public and private institutions involved; (ii) to reduce international trade-related times and
costs; (iii) to deliver up-to-date information and services offered by public and private institutions involved in the country's trade facilitation
and trade promotion processes; (iv) to strengthen those entities technically and institutionally for sustainable operation of the VUCEA;
and (v) to facilitate interoperability of the VUCEA with the international trade platforms of other countries.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1402,Program to Support Fiscal Sustainability and Growth,en,The general development objective of the program is to support the recovery of Argentina's macroeconomic sustainability. The specific development objectives are: (i) strengthen public finances; and (ii) strengthen the balance of payments.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1022,Credit Program Production Development and Employment in San Juan Province,en,The main objective (goal) of the Program is to support the economic development of the Province of San Juan. The specific objective (purpose) is to strengthen the competitiveness of the Small and Medium Enterprises of the Province in local and foreign markets by improving the access to financing and by promoting the development of the industry with a strong public-private relation.,en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1118,"Strengthening of Policies on Childhood, Adolescence, and Family",en,"The program¿s development objective is to help increase the life skills of children and teenagers in their family and community environment in Argentina, particularly those from socially vulnerable households and communities. This objective can only be achieved through multiple government strategies and in the medium term. The nature of this operation (strengthening management, closing information gaps) and the amount delineate the program¿s contribution to this objective. Specifically, the purpose of the operation is to bolster the leadership function of the National Department for Childhood, Adolescence, and the Family (SENNAF) in the area of policies that target children and adolescents and their family environment, positioning it as a key lead agency for purposes of closing the gaps in sector knowledge and as the organizer of comprehensive public action on the subnational level.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1340,Program for Strengthening and Integration of Health Networks in the Province of Buenos Aires - PROFIR II,en,"The objective of the second individual loan operation under the CCLIP is to improve the accessibility and the effective coverage of the public health services for the population of the PBA. The specific development objectives are: (i) improve the accessibility and effectiveness of public health services at the primary care level; (ii) improve the effectiveness and integration of health services networks; and (iii) expand the provisioning capacity for the prevention, detection and care of COVID-19.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1268,Program to Support Transparency and Integrity Reforms in Argentina,en,"The objective of the program is to contribute to transparency and integrity through regulations and mechanisms that promote access to information in the following areas: (i) legal adoption of the principle of access to public information and ethical conduct of officials Public services; (Ii) the management of expenditure on works, contracting and government personnel; And (iii) management of the financial sector.",en,4,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,A02,5,1
XI-IATI-IADB-AR-L1424,Provincial Fiscal Management Strengthening Program,en,"The overall objective of the CCLIP and the first operation is to improve subnational fiscal sustainability in line with the parameters of the federal fiscal adjustment conducted in Argentina at the national level. The specific objectives are: (i) to increase the effectiveness of own-source revenue collection and rebalance the tax burden toward more efficient and less distortionary taxes, (ii) to increase expenditure efficiency, and (iii) to improve financial solvency.",en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1009,Public Finance Management Sector,en,"The project would have three components:
1. Public Investment Strengthening, supporting the development of an integrated public investment management system, consistent with results based budgeting
2. Results based budgeting which would include budget management reforms in order to increase the coverage of the national busget system aned gear the system towards results based budgeting.
3. Public Debt management, which would include all necessary reforms to modernize public debt legislation and systems, required as a result of the profound changes in Argentinian debt in the past few years.",en,4,4,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,A02,5,1
XI-IATI-IADB-AR-L1158,Railroad Gral Roca Improvement Program - Constitución - La Plata Line,en,The main objective of the program is to improve rail passenger transport service in the RMBA.,en,3,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
XI-IATI-IADB-AR-L1417,Program to Strengthen Federal Security in Argentina,en,Contribute to strengthening the capacity for strategic security management to prevent violence in Argentina,en,2,5,USD,,,2025-09-15T18:01:00Z,en,XI-IATI-IADB,Inter-American Development Bank,,40,,,,,,AR,,Argentina,,,,,,4,20,421,C01,5,1
