activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XI-IATI-IADB-AR-L1409,1,1,The general development objective of the operation is to contribute to the reduction of extreme poverty among Argentinean children and to improve early childhood development indicators for vulnerable households. The project's specific objectives are: (i) improve the consumption protection capacity of cash transfer programs for low-income households with dependent children; (ii) increase effective access to public services aimed at promoting early childhood development; and (iii) improve the quality of a set of social benefits aimed at promoting early childhood development.,en,1
XI-IATI-IADB-AR-L1409,1,1,El objetivo general de desarrollo de la operación será contribuir a la reducción de la pobreza extrema en la niñez argentina y a mejorar indicadores de desarrollo infantil temprano para hogares vulnerables. Los objetivos específicos del proyecto serán: (i) mejorar la capacidad de protección del consumo de los programas de transferencias monetarias para hogares de bajos ingresos con niños a cargo; (ii) incrementar el acceso efectivo de servicios públicos destinados a promover el desarrollo infantil temprano; y (iii) mejorar la calidad de un conjunto de prestaciones sociales enfocadas a promover el desarrollo infantil temprano.,es,2
XI-IATI-IADB-AR-L1406,1,1,The general development objective of the program is to strengthen the sustainability of the electricity sector by improving the targeting scheme to protect the electricity consumption of vulnerable users. The specific objectives are: (i) support the affordability of electricity service for vulnerable households in the AMBA; and (ii) strengthen institutional capacities for the sustainability of the electricity sector.,en,1
XI-IATI-IADB-AR-L1406,1,1,"El objetivo general de desarrollo del programa es fortalecer la sostenibilidad del sector eléctrico mejorando el esquema de focalización para resguardar el consumo de electricidad de los usuarios vulnerables. Los objetivos específicos son: (i) apoyar la asequibilidad del servicio eléctrico para los hogares vulnerables en el AMBA; y (ii) fortalecer las capacidades institucionales, para la sostenibilidad del sector eléctrico.",es,2
XI-IATI-IADB-AR-L1282,1,1,"The objectives of the program are: (i) to strengthen tax collection, customs and social security contributions by reducing compliance costs; and (ii) improve service and attention to the taxpayer and foreign trade operators.",en,1
XI-IATI-IADB-AR-L1282,1,1,"Los objetivos del programa son: (i) fortalecer la recaudación tributaria, aduanera y de las contribuciones a la seguridad social reduciendo los costos de cumplimiento; y (ii) mejorar el servicio y la atención al contribuyente y a los operadores de comercio exterior.",es,2
XI-IATI-IADB-AR-L1310,1,1,"The program's general objective is to help increase the effectiveness of public policies for managing disaster risk, enhancing productivity, and improving the productive performance of sectors that use satellite monitoring. Its specific objectives are to: (i) improve the monitoring and response capacity of government agencies responsible for disaster risk prevention and management by providing satellite images using synthetic aperture radar (SAR) technology; and (ii) improve satellite information to support the performance of productive sectors that use the specific applications developed through the program",en,1
XI-IATI-IADB-AR-L1310,1,1,"El presente programa tiene como objetivo general contribuir a incrementar la efectividad de las políticas públicas de gestión de riesgos de desastres y de fomento productivo, así como la mejora del desempeño productivo en sectores usuarios del monitoreo satelital. Los objetivos específicos son: (i) mejorar el monitoreo y la respuesta de las agencias públicas a cargo de la prevención y gestión de riesgos de desastres mediante el aprovisionamiento de imágenes satelitales con tecnología de Radar de Apertura Sintética (SAR); y (ii) mejorar la información satelital para apoyar el desempeño de sectores productivos que utilicen las aplicaciones específicas que se desarrollen con el programa",es,2
XI-IATI-IADB-AR-L1245,1,1,"The program's objective is to collaborate with the government's
efforts to restore infrastructure and basic services affected by the
heavy rains that caused varying degrees of flooding in seven
provinces along Argentina's coast In particular, the program aims to support the affected population's
transition to recovery of its regular social and economic activities by
rehabilitating road infrastructure such as roads and highways; water
infrastructure related to flood defense systems; public structures,
such as damaged schools and public buildings appropriate as
evacuation centers. It also intends to help reestablish basic utilities
such as water and electricity service in affected areas; and lastly, to contribute to the cleanup efforts in areas capable of enhancing
vector effects.",en,1
XI-IATI-IADB-AR-L1245,1,1,"El objetivo del programa es colaborar con los esfuerzos del
gobierno para restaurar infraestructura y servicios básicos
afectados por las fuertes lluvias que causaron inundaciones de
diferente consideración en siete provincias de litoral argentino.
En particular, el programa tiene por objeto apoyar el proceso de
transición de la población afectada hacia la recuperación de sus
actividades sociales y económicas regulares, a través de la
rehabilitación de infraestructura vial como rutas y caminos;
infraestructura hídrica, referida a sistemas de defensas contra
inundaciones; infraestructura edilicia de uso público, referida a
escuelas dañadas y edificios de uso público adecuados como
centros de evacuados. Asimismo se espera contribuir con el
restablecimiento de servicios básicos como agua y energía
eléctrica en las áreas afectadas; y finalmente colaborar con las
tareas de limpieza de áreas susceptibles de potenciar los efectos
de vectores",es,2
XI-IATI-IADB-AR-L1181,1,1,"The program¿s general objective is to boost enterprise productivity by increasing investment in research, development, and innovation. The specific objectives are to: (i) increase the innovation capacity of enterprises; (ii) increase the generation of scientific and technological knowledge; and (iii) boost the capacity to monitor, evaluate, coordinate, and disseminate science, technology, and innovation policies.",en,1
XI-IATI-IADB-AR-L1181,1,1,"El objetivo general del programa es mejorar la productividad de las empresas, aumentando la inversión en investigación, desarrollo e innovación. Los objetivos específicos son: (i) aumentar las capacidades empresariales de innovación; (ii) aumentar la generación de conocimiento científico y tecnológico; y (iii) mejorar las capacidades de seguimiento, evaluación, articulación y difusión de las políticas de ciencia, tecnología e innovación",es,2
XI-IATI-IADB-AR-L1404,1,1,The general development objective of the Program is to contribute to the fiscal sustainability of Argentina. The specific development objectives will be: (a) increase the efficiency of the tax system; and (b) increase the allocative efficiency of public spending.,en,1
XI-IATI-IADB-AR-L1404,1,1,El objetivo general de desarrollo del Programa es contribuir a la sostenibilidad fiscal de Argentina. Los objetivos específicos de desarrollo serán: (a) incrementar la eficiencia del sistema tributario; y (b) incrementar la eficiencia asignativa del gasto público.,es,2
XI-IATI-IADB-AR-L1337,1,1,"The general objective of the project is to promote the recovery of metropolitan railways, contributing to the improvement of public transport services in the Metropolitan Region of Buenos Aires (RMBA) and the quality of life of the population, through the renewal and electrification of the passenger rail service of the Plaza Constitución - La Plata branch of the Roca Railway, increasing the modal share of this railway branch in the passenger transport of the Buenos Aires - La Plata corridor. The specific objectives are: (i) reduce travel times; (ii) reduce accident levels; (iii) improve the reliability and comfort of the service; and (iv) reduce Greenhouse Gas (GHG) emissions from the railway branch.",en,1
XI-IATI-IADB-AR-L1337,1,1,"El objetivo general del proyecto es promover la recuperación de los ferrocarriles metropolitanos, contribuyendo a la mejora de los servicios de transporte público de la Región Metropolitana de Buenos Aires (RMBA) y de la calidad de vida de la población, mediante la renovación y electrificación del servicio ferroviario de pasajeros del ramal Plaza Constitución – La Plata del Ferrocarril Roca, incrementando la participación modal de este ramal ferroviario en el transporte de pasajeros del corredor Buenos Aires – La Plata. Los objetivos específicos son: (i) reducir los tiempos de viaje; (ii) reducir los niveles de accidentalidad; (iii) mejorar la confiabilidad y el confort del servicio; y (iv) reducir las emisiones de Gases de Efecto Invernadero (GEI) del ramal ferroviario.",es,2
XI-IATI-IADB-AR-L1101,1,1,Contribute to the urban development of the metropolitan areas of the inner part of the country.,en,1
XI-IATI-IADB-AR-L1101,1,1,Contribuir al desarrollo urbano de las areas metropolitanas del interior del país.,es,2
XI-IATI-IADB-AR-L1413,1,1,The general development objective of this operation is to improve the business environment to contribute to increasing the country's competitiveness through the following specific development objectives: (i) reducing the regulatory compliance costs of companies with the State; (ii) reducing the participation of national public companies in the economy; and (iii) increasing the efficiency of foreign trade operations.,en,1
XI-IATI-IADB-AR-L1413,1,1,El objetivo general de desarrollo es mejorar el ambiente de negocios para contribuir al incremento de la competitividad del país a través de los siguientes objetivos específicos de desarrollo: (i) reducir los costos de cumplimiento regulatorio de empresas con el Estado; (ii) reducir la participación de empresas públicas nacionales en la economía; y (iii) incrementar la eficiencia de las operaciones de comercio exterior.,es,2
XI-IATI-IADB-AR-L1007,1,1,"The Program's objective is to improve the coverage of services in Education, Health and Human Development, particularly those services targeted to the poorest residents in the Province of Buenos Aires",en,1
XI-IATI-IADB-AR-L1007,1,1,"El objetivo del Programa es mejorar los niveles de cobertura de servicios de calidad en Educación, Salud y Desarrollo Humano, particularmente aquellos dirigidos a los grupos más pobres de la Provincia de Buenos Aires.",es,2
XI-IATI-IADB-AR-L1021,1,1,"The main objective of the Project is to guarantee the coverage of the increasing power demand and the security of the Argentinean Interconnection System (SADI), with the object of contributing to the continuous development of the productive sectors and elevating the standard of life of the population, by rationally making use of the available generation resources of the country. The specific objectives are: i) to interconnect the electrical systems of the Northeast and Northwest Argentinean regions (NOA  NEA) by using a line of extra high tension (LEAT 500kV and associated Transformation Stations) so it can permit and promote the energy exchange between both regions, improving the prices and increasing the quality and security of the electrical provision, in particular for the macro region of Norte Grande; and ii) to consolidate and expand the regional communication nets (high and med tension lines smaller than 500kV with its respective associated transformation stations), laying the foundations for the productive and social development through giving solution to the problems that attempt against the security and reliability of these systems.",en,1
XI-IATI-IADB-AR-L1021,1,1,"El objetivo general del Proyecto es el de garantizar la cobertura de la creciente demanda energética y la seguridad del Sistema Argentino de Interconexión (SADI), a efectos de contribuir al continuo desarrollo de los sectores productivos y la elevación del nivel de vida de la población, mediante el racional aprovechamiento de los recursos de generación disponibles en el país. Los objetivos específicos son: i) interconectar los sistemas eléctricos del Noroeste y Noreste Argentino (NOA-NEA) por medio de una línea en extra alta tensión (LEAT 500 kV y estaciones transformadoras asociadas) de manera de permitir y promover los intercambios de energía entre ambas regiones, mejorando los precios y aumentando la seguridad y calidad en el suministro eléctrico, en particular de la macro región del Norte Grande; y ii) consolidar y expandir las redes de transmisión regionales (líneas en alta y media tensión menores a 500 kV con sus respectivas estaciones de transformación asociadas), sentando las bases para el desarrollo social y productivo a través de dar solución a los problemas que atentan contra la seguridad y confiabilidad de estos sistemas.",es,2
XI-IATI-IADB-AR-L1080,1,1,To contribute to the development of the water supply and sanitation infrastructure and the stregthening of AySA as a public service institution.,en,1
XI-IATI-IADB-AR-L1080,1,1,Contribuir al desarrollo de la infraestructura de agua potable y saneamiento de AySA y a su fortalecimiento como institución de servicio público.,es,2
XI-IATI-IADB-AR-L1131,1,1,"The main objectives of the Program include: strengthening the provincial productive road networks, connect local production areas with the national highway network in order to improve access to consumer centers, improve regional interchange, support economic growth, consolidate the reactivation of the productive sector, contribute to reduce poverty and unemployment and strengthen the regional institutions in charge of the road sector.",en,1
XI-IATI-IADB-AR-L1131,1,1,"Los objetivos principales son: fortalecer las redes viales provinciales, vincular áreas productivas locales con la red nacional para facilitar el acceso a los centros de consumo, favorecer el intercambio regional, apuntalar el crecimiento económico, consolidar la reactivación del sector productivo, contribuir a resolver los problemas de pobreza y desempleo, y fortalecer las instituciones provinciales encargadas del sistema vial.",es,2
XI-IATI-IADB-AR-L1006,1,1,"The program will be divided into three components:
Component 1. Conditional cash transfers. The program will finance conditional cash transfers for poor families.
Component 2. Non-monetary subsidies. Two activities will be financed: (i) workshops regarding adult education, nutrition, infant work eradication, health, and social organization and (ii) after school programs for children.
Component 3. Institutional Strengthening: The development and strengthening of the following systems will be financed: (i) control of conditionalities and registry, (ii) subsidy payment, (iii) monitoring, (iv) evaluation and (v) social risks.",en,1
XI-IATI-IADB-AR-L1006,1,1,"El objetivo del Programa es contribuir al aumento de las capacidades de las familias estructuralmente pobres mediante el uso de subsidios monetarios condicionados. El programa focalizará en los hogares estructuralmente pobres y transferiría los subsidios a cambio de corresponsabilidades asociadas a acciones de salud, educación y capacitación.",es,2
XI-IATI-IADB-AR-L1386,1,1,"The general objective of the program is to promote sustainable economic growth in the province of Salta, through the strengthening of sectors with growth potential, generation of knowledge, employment and internationalization. Specific objectives: (i) improve the competitiveness and internationalization of companies in the priority sectors through investments in infrastructure and the provision of financing, (ii) increase the availability of people trained with the skills required by companies in the prioritized sectors, and (iii) strengthen the capacity of the province in the implementation of a strategy to promote exports and investment attraction.",en,1
XI-IATI-IADB-AR-L1386,1,1,"El objetivo general del programa es promover el crecimiento económico sostenible de la provincia de Salta, a través delfortalecimiento de sectores con potencial de crecimiento, generación de conocimiento, empleo e internacionalización.Objetivos específicos: (i) mejorar la competitividad e internacionalización de empresas de los sectores prioritarios a travésde inversiones en infraestructura y la provisión de financiamiento, (ii) incrementar la disponibilidad de personas capacitadascon las habilidades requeridas por empresas de los sectores priorizados, y (iii) fortalecer la capacidad de la provincia enla implementación de una estrategia de promoción de exportaciones y atracción de inversiones.",es,2
XI-IATI-IADB-AR-L1014,1,1,"The general objective of the Program is to sustainably improve terrestrial transportation of freight and passengers in the priority corridors, for incrementing the competitiveness of the regional production structure and support economic and social integration of its inhabitants. The purpose of the Program is to reduce the costs of transport and time of travel, complimenting the improvement and rehabilitation of integration corridors with neighbor countries and of national and priority provincial routes that connect the nucleus and circuits of the region's economic activity with local and external markets, increasing security for the users of such routes.",en,1
XI-IATI-IADB-AR-L1014,1,1,"El objetivo general del Programa es mejorar de manera sostenible el transporte de cargas y pasajeros en varios corredores principales de la red vial de la Región Norte Grande de Argentina, a fin de aumentar la competitividad de la estructura productiva regional y apoyar la integración económica y social de sus pobladores. El propósito del Programa es reducir los costos de transporte y tiempo de viaje, complementando el mejoramiento y rehabilitación de corredores de integración con los países vecinos y de rutas nacionales y provinciales prioritarias que conectan sus núcleos y circuitos de actividad económica con mercados locales y externos, aumentando la seguridad para los usuarios de dichas rutas.",es,2
XI-IATI-IADB-AR-L1149,1,1,"The objective of the program is to increase the efficiency, optimal allocation, and the productivity of the public investment that contributes to the economic and social developments of the country through the elaboration of general and specific pre-investment studies.",en,1
XI-IATI-IADB-AR-L1149,1,1,"El Programa tendrá como objetivo general aumentar la productividad de la inversión pública nacional y provincial para contriuir al desarrollo económico y social del país, mediante la elaboración de estudiois generales y específicos de preinversión en áreas y sectores estratégicos.",es,2
XI-IATI-IADB-AR-L1151,1,1,"The program objective is to decrease the disposal of urban solid waste (USW) in open dumps, and to increase its disposal in properly designed, built, and operated sanitary landfills in urban and tourism centers, and to increase its recovery and reuse. The program will finance actions and initiatives for education and awareness-raising; for separation at the source; and for the collection, transportation, transfer, recovery, recycling, and final disposal of USW, geared toward promoting integrated solid waste management, and benefitting some 975,000 households with improved collection and final disposal services.",en,1
XI-IATI-IADB-AR-L1151,1,1,"El objetivo del programa es disminuir la disposición de Residuos Sólidos Urbanos (RSU) en Basurales a Cielo Abierto (BCA) e incrementar la disposición de los mismos en Rellenos Sanitarios (RS) diseñados, construidos y operados adecuadamente en centros urbanos y turísticos e incrementar su recuperación y valorización. Se financiarán acciones e iniciativas de educación y concientización, separación de origen, recolección, transporte, transferencia, valorización, reciclaje y disposición final de RSU, orientadas a promover la gestión integral de residuos sólidos y que beneficiarán a alrededor de 975 mil hogares con servicios mejorados de recolección y disposición final.",es,2
XI-IATI-IADB-AR-L1071,1,1,"The program's goal is to increase tourism expenditure, improving the spatial and temporal tourist exploitation of protected areas and their associated tourism destinations.",en,1
XI-IATI-IADB-AR-L1071,1,1,"El objetivo del programa es el incremento del gasto turístico, mejorando el aprovechamiento turístico espacial y temporal de áreas protegidas y sus destinos asociados.",es,2
XI-IATI-IADB-AR-L1030,1,1,"To support the process of productive development in the provincial economies of the rural sector, through the increase in public investment in productive infrastructure and agricultural services, together with incentives to private investments.",en,1
XI-IATI-IADB-AR-L1030,1,1,"Apoyar al proceso de desarrollo productivo de las economías provinciales del sector rural, mediante el incremento de la inversión pública en la infraestructura productiva y de servicios agropecuarios, así como mediante el estímulo de la inversión privada.",es,2
XI-IATI-IADB-AR-L1343,1,1,Contribute to the reduction of cybersecurity incident costs for the State and citizens,en,1
XI-IATI-IADB-AR-L1343,1,1,Contribuir a la reducción de los costos por incidentes de ciberseguridad para el Estado y la ciudadanía,es,2
XI-IATI-IADB-AR-L1347,1,1,The overall development objective of the program is to support economic and social recovery in Argentina. The specific development objectives are: (i) strengthen public finances; (ii) contribute to price stability; and (iii) strengthen the balance of payments.,en,1
XI-IATI-IADB-AR-L1347,1,1,El objetivo general de desarrollo del programa consiste en apoyar la recuperación económica y social en Argentina. Los objetivos específicos de desarrollo son: (i) fortalecer las finanzas públicas; (ii) contribuir a la estabilidad de precios; y (iii) fortalecer la balanza de pagos.,es,2
XI-IATI-IADB-AR-L1352,1,1,"he general objective of the program is to promote the productivity, sustainability and climate resilience of agri-food and marine systems, with a focus on technological innovation. The specific objectives are: (i) to improve the effectiveness of surveillance, control, and prevention of the introduction of pests and diseases that affect the country's zoo-phytosanitary heritage; (ii) increase the diagnostic capabilities of plant and animal health laboratories, and improve quality control of agrifood products; (iii) improve the quality of certification services, payments, and procedures offered by the National Service for Agrifood Health and Quality (SENASA); and (iv) improve research capabilities on oceanographic resources, marine ecosystems, and the coastline.",en,1
XI-IATI-IADB-AR-L1352,1,1,"El objetivo general del programa es promover la productividad, sostenibilidad y resiliencia climática de los sistemas agroalimentarios y marinos, con un enfoque en innovación tecnológica. Los objetivos específicos son: (i) mejorar la efectividad de vigilancia, control y prevención de introducción de plagas y enfermedades que afectan al patrimonio zoo-fitosanitario del país; (ii) incrementar las capacidades diagnósticas de los laboratorios de sanidad vegetal y animal, y mejorar el control de la calidad de los productos agroalimentarios; (iii) mejorar la calidad de los servicios de certificación, pagos, y tramites ofertados por el Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA); y (iv) mejorar las capacidades de investigación sobre recursos oceanográficos, ecosistemas marinos y el litoral costero.",es,2
XI-IATI-IADB-AR-L1331,1,1,"Contribute to the implementation of the ""Argentina Against Hunger"" Plan to prioritize early childhood and ensure the feeding and nutrition of families in social vulnerability with young children.",en,1
XI-IATI-IADB-AR-L1331,1,1,"Contribuir a la implementación del Plan ""Argentina contra el Hambre"" para garantizar la alimentación y nutrición de familias en situación de vulnerabilidad social priorizando la primera infancia.",es,2
XI-IATI-IADB-AR-L1078,1,1,"The objective of the program is to improve the institutional performance of the MRECIC in the areas of operational management, trade promotion, and attraction of investments, to help increase participation by small and medium-sized enterprises (SMEs) in foreign trade activities.",en,1
XI-IATI-IADB-AR-L1078,1,1,"El objetivo del programa es fortalecer el desempeño institucional del Ministerio de Relaciones Exteriores, Comercio Internacional y Culto (MRECIC) en las áreas de gestión operativa, promoción comercial y atracción de inversiones, a fin de contribuir a una mayor participación de las Pequeñas y Medianas Empresas (PyMES) en las actividades de comercio internacional.",es,2
XI-IATI-IADB-AR-L1032,1,1,"The Program will have five components: i) animal health, with the purpose of strengthening the permanent epidemic surveillance services, risk analysis, traceability and sanitary emergency, animal quarantine, animal health lab services; ii) plant health, includes the permanent phytosanitary surveillance services, monitoring and plague risk analysis, phytosanitary quarantine and phytosanitary labs; iii) food harmlessness, it is comprised by certification, food and agriculture quality, control of vegetal originated products and control of animal originated products including fishery products; iv) institutional management, with the purpose of assuring the continuous quality of the health services, while adhering to the guidance of experts and to the experience of the SENASA, the local entity in charge of health and quality of food and agriculture; and v) regional agricultural health and quality integration.",en,1
XI-IATI-IADB-AR-L1032,1,1,"El Programa tendrá cinco componentes: i) sanidad animal, para fortalecer los servicios permanentes de vigilancia epidemiológica, análisis de riesgos, trazabilidad y emergencia sanitaria, cuarentena animal, servicio de laboratorios de sanidad animal; ii) sanidad vegetal, incluye los servicios permanentes de vigilancia fitosanitaria, monitoreo y análisis de riesgo de plagas, cuarentena fitosanitaria y laboratorios fitosanitarios; iii) inocuidad de los alimentos, comprende la certificación, calidad agroalimentaria, fiscalización de productos de origen vegetal y fiscalización de productos de origen animal incluyendo los productos de la pesca y la acuicultura; iv) gestión institucional, para asegurar la calidad contínua del servicio sanitario siguiendo la orientación de los organismos de referencia y la experiencia propia que ha desarrollado el SENASA como la entidad nacional de sanidad y calidad agroalimentaria; y v) integración sanitaria regional.",es,2
XI-IATI-IADB-AR-L1073,1,1,"To contribute to enterprises competitiveness and to the improvement of population quality of life through the country's science, technology and innovation development.",en,1
XI-IATI-IADB-AR-L1073,1,1,"Contribuir a la mejora de la competitividad de las empresas y de las condiciones de vida de la población mediante el desarrollo científico, tecnológico y de innovación del país.",es,2
XI-IATI-IADB-AR-L1279,1,1,The objective of the first operation is to improve service quality on the CRSC by reducing travel times and transportation costs through the construction of bypass roads in urban areas and supplementary safety-related works,en,1
XI-IATI-IADB-AR-L1279,1,1,"El objetivo de la primera operación es mejorar la calidad de servicio en el CSCR reduciendo los tiempos y costos de transporte, a través de la construcción de variantes en áreas urbanas y obras complementarias de seguridad.",es,2
XI-IATI-IADB-AR-L1408,1,1,"The general development objective of the project is to contribute to improving timely, comprehensive and continuous access to public health services in the Autonomous City of Buenos Aires (CABA). The specific objective of the project is to improve the timeliness, comprehensiveness and quality with which the health information generated by the City is produced, shared and analyzed.",en,1
XI-IATI-IADB-AR-L1408,1,1,"El objetivo general de desarrollo del proyecto es contribuir a mejorar el acceso oportuno, integral y continuo a los servicios públicos de salud de la Ciudad Autónoma de Buenos Aires (CABA). El objetivo específico del proyecto es mejorar la oportunidad, integralidad y calidad con la que se produce, comparte y analiza la información sanitaria que genera la Ciudad.",es,2
XI-IATI-IADB-AR-L1015,1,1,The objective of this project is to contribute to the development of the northern provinces through the efficient utilization of water resources by regulating its availability for expanding both the agricultural and industrial sectors. Additionally the program will provide clean water and better sewage systems for low income populations and control flooding.,en,1
XI-IATI-IADB-AR-L1015,1,1,"El objetivo del proyecto es contribuir al desarrollo de las provincias del Norte mediante la utilización eficiente de los recursos hídricos, lo cual permitiría la regulación de su disponibilidad, tanto para la expansión del sector agropecuario, como el industrial, la satisfacción de las necesidades de agua potable y el mejoramiento de los sistemas de alcantarillado de las poblaciones de bajos ingresos, y el control de inundaciones.",es,2
XI-IATI-IADB-AR-L1273,1,1,The objective of the project is to better protect the population from flood risks and reduce the economic costs associated with these events. This objective will be achieved by implementing structural and nonstructural measures.,en,1
XI-IATI-IADB-AR-L1273,1,1,El objetivo del programa es mejorar la protección de la población ante riesgos de inundaciones y reducir los costos económicos asociados a dichos eventos. El objetivo se logrará por medio de la implementación de medidas estructurales y no estructurales.,es,2
XI-IATI-IADB-AR-L1346,1,1,"The objective of the CCLIP is to contribute to improving water security in Argentina. The general objective of the first operation is to contribute to improving the quality of life of the population that lives in priority basins in Argentina, by improving the comprehensive management of Water Resources (HR) considering aspects of resilience to climate change. The specific objectives of the first operation will be: (i) increase the availability of water in the priority basins of the Argentine territory, under a multipurpose use approach, and increase and/or improve access to Potable Water (AP) services for human consumption; and (ii) improve HR planning and management capabilities.",en,1
XI-IATI-IADB-AR-L1346,1,1,"El objetivo de la CCLIP es contribuir a mejorar la seguridad hídrica en Argentina. El objetivo general de la primera operación es contribuir a mejorar la calidad de vida de la población que habita en cuencas prioritarias de Argentina, mediante la mejora de la gestión integral de los Recursos Hídricos (RRHH) considerando aspectos de resiliencia al cambio climático. Los objetivos específicos de la primera operación serán: (i) aumentar la disponibilidad de agua en las cuencas prioritarias del territorio argentino, bajo un enfoque de uso multipropósito, e incrementar y/o mejorar el acceso de los servicios de Agua Potable (AP) para consumo humano; y (ii) mejorar las capacidades de planificación y la gestión de los RRHH.",es,2
XI-IATI-IADB-AR-L1252,1,1,"The objective of the Conditional Credit Line for Investment Projects (CCLIP) is to strengthen Argentina's
innovation system and bring it to full institutional maturity. The general objective of the fifth and final individual operation under the CCLIP is to
boost enterprise productivity and competitiveness by supporting research, development, and innovation. The specific objectives are to:
(i) increase the technological innovation capacity of Argentine enterprises; (ii) increase the capacity of science and technology research;
and (iii) boost the capacity to monitor, evaluate, coordinate, and disseminate science, technology, and innovation (STI) policies.",en,1
XI-IATI-IADB-AR-L1252,1,1,"El objetivo de la CCLIP es reforzar el Sistema de Innovación de Argentina y llevarlo a
un nivel de plena madurez institucional. El objetivo general de la quinta y última operación individual bajo la CCLIP es
mejorar la productividad y la competitividad de las empresas mediante el apoyo a la investigación, el desarrollo, y la
innovación. Los objetivos específicos son: (i) fortalecer las capacidades de innovación tecnológica de las empresas
argentinas; (ii) fortalecer las capacidades de investigación científica y tecnológica; y (iii) mejorar las capacidades de
seguimiento, evaluación, articulación y difusión de las políticas de Ciencia, Tecnología e Innovación (CTI).",es,2
XI-IATI-IADB-AR-L1036,1,1,"Contribute to the development and competitiveness of the economy of the province of Entre Ríos. El Gobierno de Entre Ríos (GdER) identificó 4 (cuatro) subsectores de intervención: (i) el sector vial, con el mejoramiento y pavimentación de 200km de tramos de carreteras; (ii) el sector eléctrico, con la construcción de la Estación Transformadora ""Gran Paraná"" de 500 / 132 kV, del denominado ""Cierre Norte"" del Sistema de transmisión de 132 kV, y obras complementarias; (iii) el sector portuario-fluvial, con la elaboración de un Plan Maestro del Sistema de Puertos de la provincia, incluyendo un programa de inversiones y un plan de negocios para viabilizar los proyectos portuarios prioritarios; y (iv) el sector productivo, a través del fortalecimiento de las cadenas de valor.",en,1
XI-IATI-IADB-AR-L1036,1,1,"Contribuir al desarrollo e incrementar la competitividad de la economía de la Provincia de Entre Ríos.El Gobierno de Entre Ríos (GdER) identificó 4 (cuatro) subsectores de intervención: (i) el sector vial, con el mejoramiento y pavimentación de 200km de tramos de carreteras; (ii) el sector eléctrico, con la construcción de la Estación Transformadora ""Gran Paraná"" de 500 / 132 kV, del denominado ""Cierre Norte"" del Sistema de transmisión de 132 kV, y obras complementarias; (iii) el sector portuario-fluvial, con la elaboración de un Plan Maestro del Sistema de Puertos de la provincia, incluyendo un programa de inversiones y un plan de negocios para viabilizar los proyectos portuarios prioritarios; y (iv) el sector productivo, a través del fortalecimiento de las cadenas de valor.",es,2
XI-IATI-IADB-AR-L1157,1,1,"The Program will promote the technological development of the Mendozan economy, based on innovation, qualified human resources, and the necessary infrastructure to improve the diversification of production and the strengthening of local economic activity.",en,1
XI-IATI-IADB-AR-L1157,1,1, ,es,2
XI-IATI-IADB-AR-L1067,1,1,"The objective of the project is to contribute to the sustainable management and competitiveness of forest plantations by raising product quality in both primary production and initial processing, diversifying the productive base, and improving access to supply chains and markets for micro, small, and medium-sized enterprises (MSMEs).",en,1
XI-IATI-IADB-AR-L1067,1,1,"El objetivo del proyecto es contribuir al manejo sustentable y competitividad de las plantaciones forestales, aumentando la calidad de losproductos, tanto en la producción primaria como en la primera transformación, diversificando la base productiva, y mejorando el acceso a lascadenas productivas y los mercados para las MiPyMEs.",es,2
XI-IATI-IADB-AR-L1258,1,1,"The objective of the program is to increase access to water and sanitation services, while improving the operational and financial performance of service operators, mainly in the provinces covered by the Belgrano Plan. The specific objectives are: (i) to expand water and sewer service coverage; (ii) to optimize environmental, public health, and hygiene conditions through wastewater treatment; and (iii) to improve the management capacity of water and sanitation service operators.",en,1
XI-IATI-IADB-AR-L1258,1,1,"El objetivo del programa es incrementar el acceso a los servicios de agua potable y saneamiento, mejorando al mismo tiempo el desempeño operativo y financiero de los operadores de estos servicios,
principalmente en las provincias que forman parte del Plan Belgrano. Los objetivos específicos son: (i) ampliar la cobertura de los servicios de agua potable y desagüe cloacal; (ii) optimizar las condiciones ambientales, de sanidad e higiene a través del tratamiento de aguas residuales; y (iii) mejorar la capacidad de gestión de los operadores de servicios de agua y saneamiento",es,2
XI-IATI-IADB-AR-L1196,1,1,"The objective of this second operation is to help reduce morbidity and mortality caused by chronic
noncommunicable diseases in Argentina, prioritizing the population with public coverage only. Specifically, this operation proposes to
help: (i) prioritize the primary care level as the gateway to the health care system; (ii) increase the population's access to screenings
for classification according to health risk; and (iii) increase access to timely treatment for those with moderate or high health risk suffering
from chronic conditions.",en,1
XI-IATI-IADB-AR-L1196,1,1,"El objetivo de esta segunda operación es contribuir a la reducción de la
morbimortalidad causada por enfermedades crónicas no transmisibles en Argentina, priorizando a la población con
cobertura pública exclusiva. Específicamente, se propone coadyuvar a: (i) jerarquizar el Primer Nivel de Atención (PNA)
como puerta de entrada al sistema de salud; (ii) incrementar el acceso de la población a tamizajes para su clasificación
por riesgo sanitario; e (iii) incrementar el acceso de la población con riesgo sanitario moderado o alto que padece de
condiciones crónicas a tratamientos oportunos.",es,2
XI-IATI-IADB-AR-L1130,1,1,The program aims to continue supporting the efforts of the provincial government to promote the productive private sector development through: i) the expansion of the flow of financial resources earmarked for commercial banks for medium and long term credit to MSMEs and ii) the consolidation of the supply of goods and nonfinancial services provided by the San Juan Agency for Investment Development to improve the competitiveness of recipient firms.,en,1
