activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,provider_org_ref,provider_org_name,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-928-AR-2016-17-06.004.AM01.ARG03,,11,2016-01-01,2238.9000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG03,,11,2016-01-01,9362.4000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG03,,4,2017-12-31,2616.8000,USD,2017-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG03,,4,2017-12-31,9251.2000,USD,2017-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG04,,2,2016-01-01,319645.4800000000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG04,,11,2016-01-01,239376.8000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG04,,11,2016-01-01,66637.3000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG04,,4,2017-12-31,256754.9000,USD,2017-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG04,,4,2017-12-31,60823.9000,USD,2017-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG04,,4,2017-12-31,23245.7000,USD,2017-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.004.AM01.ARG04,,4,2017-12-31,1200.0000,USD,2017-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.005.AM01.ARG02,,2,2016-01-01,77943.0100000000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2016-17-06.005.AM01.ARG02,,11,2016-01-01,58619.1000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2016-17-06.005.AM01.ARG02,,11,2016-01-01,16000.0000,USD,2016-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2016-17-06.005.AM01.ARG02,,4,2017-12-31,41189.5000,USD,2017-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.005.AM01.ARG02,,4,2017-12-31,20613.6000,USD,2017-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.005.AM01.ARG02,,4,2017-12-31,1140.3000,USD,2017-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2016-17-06.005.AM01.ARG02,,4,2017-12-31,11663.2000,USD,2017-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,2,2018-01-01,139039.5700000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,11,2018-01-01,24544.3000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,11,2018-01-01,95437.7000,USD,2018-01-01,,XM-DAC-41110,Joint United Nations Programme on HIV/AIDS (UNAIDS),40,XM-DAC-928,World Health Organization,40,,,50,,4,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,4,2019-12-31,19159.7000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,4,2019-12-31,72909.1000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,4,2019-12-31,59.3000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,4,2019-12-31,20.1000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,3,2019-12-31,17542.3000,USD,2019-12-31,Transfers and grants to counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,4,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,4,2019-12-31,4966.2000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG01,,4,2019-12-31,5325.3000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG02,,2,2018-01-01,83178.9600000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG02,,11,2018-01-01,11252.1000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG02,,11,2018-01-01,60525.9000,USD,2018-01-01,,XM-DAC-41110,Joint United Nations Programme on HIV/AIDS (UNAIDS),40,XM-DAC-928,World Health Organization,40,,,50,,4,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG02,,4,2019-12-31,37869.0000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG02,,4,2019-12-31,5810.8000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG02,,4,2019-12-31,5441.2000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.001.AM01.ARG02,,4,2019-12-31,22657.0000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG01,,2,2018-01-01,7572.8000000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG01,,11,2018-01-01,6534.8000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG01,,4,2019-12-31,5122.5000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG01,,4,2019-12-31,1412.3000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG02,,2,2018-01-01,2855.9100000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG02,,11,2018-01-01,2464.5000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG02,,4,2019-12-31,2059.1000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.002.AM01.ARG02,,4,2019-12-31,405.4000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG01,,2,2018-01-01,12164.1600000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG01,,11,2018-01-01,10496.9000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG01,,4,2019-12-31,7258.0000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG01,,4,2019-12-31,184.0000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG01,,4,2019-12-31,3054.9000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG02,,2,2018-01-01,3009.0000000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG02,,11,2018-01-01,2596.6000,USD,2018-01-01,,47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",40,XM-DAC-928,World Health Organization,40,,,50,,4,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG02,,4,2019-12-31,185.6000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.003.AM01.ARG02,,4,2019-12-31,2411.0000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.004.AM01.ARG01,,2,2018-01-01,37771.5300000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.004.AM01.ARG01,,11,2018-01-01,32594.4000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-01.004.AM01.ARG01,,4,2019-12-31,32594.4000,USD,2019-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-01.005.AM01.ARG02,,2,2018-01-01,12494.5300000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.005.AM01.ARG02,,11,2018-01-01,10782.0000,USD,2018-01-01,,,United Nations Fund for International Partnerships (UNFIP),,XM-DAC-928,World Health Organization,40,,,50,,4,,,
XM-DAC-928-AR-2018-19-01.005.AM01.ARG02,,4,2019-12-31,2957.7000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.005.AM01.ARG02,,4,2019-12-31,638.8000,USD,2019-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.005.AM01.ARG02,,4,2019-12-31,7185.5000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.006.AM01.ARG02,,2,2018-01-01,11587.9600000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-01.006.AM01.ARG02,,11,2018-01-01,9999.7000,USD,2018-01-01,,,Canada,,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2018-19-01.006.AM01.ARG02,,4,2019-12-31,3618.3000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.006.AM01.ARG02,,4,2019-12-31,3882.0000,USD,2019-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-01.006.AM01.ARG02,,4,2019-12-31,2499.3000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG01,,2,2018-01-01,80089.4400000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG01,,11,2018-01-01,49619.5000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG01,,4,2019-12-31,46287.2000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG01,,4,2019-12-31,14.1000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG01,,4,2019-12-31,3318.2000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG02,,2,2018-01-01,130533.0800000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG02,,11,2018-01-01,80871.8000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG02,,4,2019-12-31,52034.9000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG02,,4,2019-12-31,14.1000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG02,,4,2019-12-31,25816.3000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.001.AM01.ARG02,,4,2019-12-31,3006.5000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG02,,2,2018-01-01,44375.3500000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG02,,11,2018-01-01,27492.8000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG02,,4,2019-12-31,24326.3000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG02,,4,2019-12-31,6.7000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG02,,4,2019-12-31,598.6000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG02,,4,2019-12-31,176.5000,USD,2019-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG02,,4,2019-12-31,2384.6000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG03,,2,2018-01-01,26214.5300000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG03,,11,2018-01-01,16241.2000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG03,,4,2019-12-31,6641.1000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG03,,4,2019-12-31,49.2000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.002.AM01.ARG03,,4,2019-12-31,9550.9000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.003.AM01.ARG01,,2,2018-01-01,4696.9700000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-02.003.AM01.ARG01,,11,2018-01-01,2910.0000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-02.003.AM01.ARG01,,4,2019-12-31,540.2000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.003.AM01.ARG01,,4,2019-12-31,2369.8000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.004.AM01.ARG01,,2,2018-01-01,3833.7800000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-02.004.AM01.ARG01,,11,2018-01-01,2375.2000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-02.004.AM01.ARG01,,4,2019-12-31,438.9000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-02.004.AM01.ARG01,,4,2019-12-31,1936.4000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,,2,2018-01-01,2236.0800000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,,11,2018-01-01,1354.1000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,,4,2019-12-31,1056.0000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,,4,2019-12-31,63.6000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,,4,2019-12-31,19.9000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,,4,2019-12-31,214.6000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG05,,2,2018-01-01,362.1800000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG05,,11,2018-01-01,219.3000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG05,,4,2019-12-31,219.3000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG01,,2,2018-01-01,8316.0100000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG01,,11,2018-01-01,5035.7000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG01,,4,2019-12-31,5035.7000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG03,,2,2018-01-01,712.2600000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG03,,11,2018-01-01,431.3000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG03,,4,2019-12-31,431.3000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG01,,2,2018-01-01,23609.4200000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG01,,11,2018-01-01,14296.6000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG01,,4,2019-12-31,14296.6000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,,2,2018-01-01,57432.5900000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,,11,2018-01-01,34778.2000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,,4,2019-12-31,31860.7000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,,4,2019-12-31,134.5000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,,4,2019-12-31,117.9000,USD,2019-12-31,Medical supplies and materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,,4,2019-12-31,2665.1000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,,2,2018-01-01,273265.8600000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,,11,2018-01-01,237701.2000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,,4,2019-12-31,25360.2000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,,4,2019-12-31,12.8000,USD,2019-12-31,"Equipment, vehicles and furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,,4,2019-12-31,188.2000,USD,2019-12-31,General operating expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,,4,2019-12-31,211477.6000,USD,2019-12-31,Staff and other personnel costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,,4,2019-12-31,662.4000,USD,2019-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2018-19-04.002.AM01.ARG01,,2,2018-01-01,15189.9300000000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2018-19-04.002.AM01.ARG01,,11,2018-01-01,13213.0000,USD,2018-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,20,,1,,,
XM-DAC-928-AR-2018-19-04.002.AM01.ARG01,,4,2019-12-31,1272.1000,USD,2019-12-31,Contractual services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
