activity_identifier,contact_type,organisation,organisation_lang,department,department_lang,person_name,person_name_lang,person_name_present,job_title,job_title_lang,telephone,email,email_present,website,mailing_address,mailing_address_lang
XM-DAC-928-AR-2024-25-02.001.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.001.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.001.AM01.ARG03,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.002.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.002.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.002.AM01.ARG03,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.003.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.003.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-02.003.AM01.ARG03,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-03.001.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-03.001.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-03.002.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-03.002.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-03.003.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-03.003.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.001.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.001.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.001.AM01.ARG03,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.002.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.002.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.002.AM01.ARG03,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.002.AM01.ARG04,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.002.AM01.ARG05,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.002.AM01.ARG06,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.003.AM01.ARG01,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.003.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.003.AM01.ARG03,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-04.003.AM01.ARG04,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
XM-DAC-928-AR-2024-25-13.002.AM01.ARG02,,Americas Regional Office,en,,,,,0,,,+1 202 974 3000,,1,http://www.paho.org/,"525 Twenty-third Street, N.W., Washington, D.C. 20037, United States of America",en
